index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
(11,),3.818392054001785,1.217372688513433,-1.867017495845829,-0.1375185607411931,0.9182574844554985,2.889408737222807,1.205557201670589,-2.250819521003445,2.965755467422405,-1.039827031583955,0.005838278261649954,-0.8632892670871315,0.9776371277555551,-1.288032638446151,0.1751519009723008,-3.868037162401015,2.435238761547078,-0.3046972471808083,1.259229370959776,0.9293244824784423,0.8935455875758143,3.741378638026394,3.981841177279962,-0.7818890318329106,2.083647835607414,-3.774228626225661,-3.179752283935518,-0.7024442316461954,-3.308581095252098,1.654458228963881,-1.362750730837519,1.621706359855084,-3.674729848212574,2.875793304168993,1.866528362007503,3.772255840193124,-0.6076004976597886,0.7686346321434261,-1.868617313538105,2.512498432550093,-3.821240259742235,0.1768318193421328,3.112652480313972,2.29163545641436,-2.06348119362226,1.138373694233278,3.842749656300701,2.31915163387684,-3.861455327024059,2.313299689534608,2.845035206139566,1.415336641908128,-0.1744844261215044,2.484345099161986,-3.675956282779913,1.207270714089481,-3.558839409414936,2.759861938424376,-2.117381155682049,1.969579126784354,2.025125597783129,2.951355979001898,3.212508001776065,-1.234275725988328,1.986481934095477,0.9285820310018877,-1.906904397922398,2.284060115393883,3.731468691573214,-2.03462403684538
(12,),-0.898106307785711,-1.870822306920517,-2.356363363828041,2.559113026816311,2.371291451511303,3.611137004790866,3.938414468182088,2.094713637581468,3.010940417313092,-2.916221431832327,0.3245194892226291,0.1877205876054076,-0.3193792436456095,-3.72085498030301,-2.193109920844142,1.549192869789902,-3.325289183105933,-0.05466236102318467,3.817726382154782,-2.496849666429364,3.215358976248625,-2.097766640210003,-2.509512365376439,2.573880453955419,-1.75508280116193,2.248041989585055,-2.101674924961258,2.254557084972528,-0.5390120872137225,0.280923991913129,-1.278047922386122,-2.474367250594381,2.232645383640291,-1.881232251087453,2.623867319714746,-2.313251852483878,-0.2782645422537469,-0.2097083468303369,0.9712835810509723,3.158139643838968,-0.4899569791093485,1.341172275763598,-1.746754451204632,-1.275344877398919,-0.4443800950718573,-2.522414616482475,0.4540263870030588,3.714628275474309,0.2508503755718179,-1.636179007667236,-3.926100388296624,-0.1661106059073552,2.913712722901109,-3.34165680255152,-1.604170300248827,3.341204195800356,2.926340851367801,-3.586689437026774,-3.502100942514229,3.225873258089049,-2.29100337907217,0.4021065652721436,2.749921628489354,-0.4971494826508653,2.900085077312163,3.765896261700552,0.9443157845609917,-2.327587517247077,3.67357304046151,0.9600488115503181
(13,),3.832224105250705,-0.9005905453557341,-0.99294136458678,3.106068761294514,2.773630257376833,1.767364882767955,2.940992983522297,0.346470927971926,-2.029881874213622,-1.0849835115407,-2.594178096829753,-3.190610912374996,1.927351279552317,3.686099929273698,2.316978824041369,-0.6479981844937219,3.061035671339822,3.278416110127193,1.907902460975635,2.82008872523314,-2.386231680529958,1.369747236116737,-0.31996248411247,-2.801643445089589,3.672569999860724,3.999011196877791,-2.708639668449702,-1.345131976192474,-3.463703110353523,-1.530764787792299,1.777305636398156,-0.2320592339454968,1.076135012910125,1.236948925148106,3.348389384377695,-0.05687327828867517,3.294189088490137,3.189897835781738,-1.419639344097353,2.059389362336663,-3.133259860645031,-0.5533867621706321,-3.684200769756839,1.791193175488598,-2.599628097847051,1.866474492896402,-3.750075294301189,1.8843223028434,0.8734947443952521,-1.170597835067905,-3.336807406193759,-2.928619030412167,2.359790861951909,2.748224413358873,-0.4054198733938339,-2.924611646727435,-3.713765699170602,1.379821893389409,3.351633069622415,3.364168080115589,-2.502050766085376,-3.86554628773654,-0.3804553206164223,1.169312245999152,0.8488300384425971,-2.884828665794041,-0.7712012656829836,-2.229596847673932,-2.815218428298691,1.938928913896413
(14,),0.5777444517697754,-1.076963030797114,1.885531851421342,-0.4375059978429192,-2.55866462697694,1.406170649717265,-0.9054627805087243,3.933465641723521,2.082435364457224,-0.772310472927427,2.89054601856739,-1.356773792756654,3.608978489851515,0.2306320833468165,1.911183758468978,0.2127918910860602,0.8757630946597166,2.058281343322183,0.2095905280978965,-0.568935944462309,0.4077979331001584,1.974280547632645,-0.4592985320549339,3.537389953501364,-1.699939525802641,-0.9603481345510927,-3.678843156518262,2.155365990801469,1.577467635093568,-1.040546558438674,-2.120020674974969,-0.7876855769931024,-2.675695647528961,0.3220849952725979,-3.683493420112785,3.305426275307654,-3.250256008663418,-3.206101464302838,3.076449830960086,3.251626128347751,0.8075720990866389,1.676396661372039,2.90172090270856,-2.860499261513183,-3.620411806607584,3.279253064485068,-1.123849180651193,-3.913486908456918,-3.506303718634394,-2.24670169820735,1.947128129860759,3.591682713362618,-3.91319871581157,0.3473440434854735,2.036710617041055,-3.563926260590386,-2.265743935453629,-3.791309440746616,0.5139612578650894,-3.145588836626815,-1.628968444661853,-2.498873885170567,1.667525980236735,3.690094759808268,2.253064010196913,1.586574385640814,3.221342701045319,0.724860061021376,0.8332014176956042,1.963568016214452
(15,),2.679892197317008,3.928469494747874,-0.6230372214796671,-1.730359174297188,-0.6230428831586874,1.177514245301622,-2.75824501980782,-0.2436032886547652,-0.03126196426296612,-1.160818106539818,-3.493756027442762,-1.388747043895687,-3.193329946043467,-1.502607807751252,0.9106825529579137,-3.121552707552482,3.790430930483958,-3.445285196180034,0.9463596187912593,0.4834043121484655,2.219028528678926,-3.732565914500118,-1.69374566044171,-2.606453126731588,-0.00263046156865121,-1.84101499356113,-2.3187659518841,1.101750247070407,0.4910194293458394,2.312165087020878,2.305034737956067,-3.415398437910839,3.162148989887999,0.01464863018753526,1.434142935474508,-1.49686269059354,-0.8659469981671499,3.98250200138703,-3.45895052691638,3.220334631726028,-2.514077056952887,-3.782591515857828,0.7212920912299321,-2.412999477998479,1.792699353024875,1.475142053576987,-1.653092568049679,3.098597999198383,-2.638750001211039,1.824085490972654,-0.3766730677315886,0.02995126721914687,-2.163343202877031,-1.829460860893359,-2.429150998878514,-0.1028912180592267,-0.751870242464109,3.640266084961569,-2.591345596962662,-3.371986328931394,-3.736709342236582,3.1844515148102,1.198740617041167,-2.319815345234841,1.358005244280324,-3.678310039456099,0.6730625714080238,2.849461559339914,-3.176851403191461,-3.48304005612021
(16,),-1.967865416773409,-3.92371533692058,-2.683174245704524,1.84506659659491,3.774121310004301,3.455645304802488,1.043174392310754,1.190154174952125,-2.572213243794438,-0.0874317522469279,-3.182949515224099,-2.856618796479487,3.621365698153014,3.905347427559045,-2.959157998089605,-1.71432869323787,-2.862266994500505,3.456826702121508,2.925869887678391,-3.408687369432541,0.3300804817543801,3.473377619378223,-0.8016888656726784,-3.66766521720634,-2.333684469173634,-2.282589302432082,-1.659054913330938,-0.3577368818205713,-3.475638392977535,0.8208797898519888,3.492451856306857,-1.351641387102457,-3.956437152782259,-0.09738730108879512,1.248617931170868,1.671633704206755,-0.5488879851308024,3.930711562135669,1.482354443516901,-1.374229888005504,1.284688650084321,-3.680628824104426,0.08158205568501575,-0.06904378511622422,-1.780409657578589,-1.661275191671026,-2.588261321497874,-1.154147015725495,3.447606779362423,1.098720070525596,1.802329084038949,1.963607798416451,-3.569544340285257,3.307518197621035,1.525158033920237,-0.7663759058063788,-3.364129183518219,2.545524384597748,0.70824726822614,-0.9796969537292775,-0.3772686811489163,2.393246299571922,3.885321303029429,3.2965663438459,3.834285956817684,-3.57461460248389,1.489492302982041,-3.681955392527512,3.772410032644345,-2.456204747419662
(17,),1.50144466949741,-3.843392721289488,-2.478040010889977,-0.1778439354070249,-1.374485034368551,1.022519236590146,1.993699611787246,1.728007174182726,-1.818916575027756,-0.8010524614159134,-0.8567248508997594,-3.071652761415308,-0.2864285057150422,0.08494824939673418,1.170097822146235,-1.861335030484629,3.90825511653009,-0.1858499602762449,-2.797997226867687,-0.2055788296575014,1.927415217143383,2.320706008434638,2.280624019518668,-1.927876080903908,1.99216181368322,1.625685036714662,-3.829376489517928,-3.651671748335298,1.120287697158732,0.9259612641087784,-2.578279370191216,-2.516856853433215,-1.181338144995138,-1.355569875628962,2.293592474369786,-3.520200574232133,0.3117587884273494,0.3559319918555426,-3.212098995115526,0.3097891134408837,-2.429514988385242,0.3997315772583638,0.2726406552110783,-2.955803966262665,1.236145843829676,-3.701420692716674,-2.722893380270606,0.8509124886263741,-2.968505942872035,-3.263871040847746,-2.358370251937244,2.345381045251919,-1.507475158232217,1.344174085190141,2.588815232279226,1.214082255947396,-2.255220591943155,-2.185103946078237,-1.437479335404662,0.002740923580331511,1.407826351855529,-2.702464405608278,-1.014632857825801,3.327014755004475,-1.078099482233256,-0.1795591283985929,0.6787696225502344,-3.782021623886184,2.774083811263916,0.1605165162829838
(18,),-2.420952759747258,-0.2513739318181623,-0.4725220211050662,-2.93046138689132,1.310247697698079,3.854968354989763,-2.739537497295081,-0.1262730085407329,0.4906601255900629,1.298172205801379,-1.919849621339187,2.245564199497365,-2.794184071807193,2.942146371923225,-2.229896224627595,-3.104571262652168,1.122592769395129,-0.115637416210991,2.524972391918872,-3.593417837097415,-2.192393908803504,0.9017139692694407,1.044097931308056,3.127380188146105,-0.8427799398535272,-3.055818996866018,3.662995180937064,1.028326275430607,3.343358122889895,0.8671278093478296,-3.743520799159352,-2.725052342682908,-2.179826015467286,-0.9291954509472804,-3.517468381913603,-1.346098486960383,0.2814761170117563,-3.112117461185279,-0.1884685373142294,3.444935028328667,3.3091685724102,3.43355033014816,-0.755256344224096,2.154740838860927,3.618438785741284,3.27924156533353,-1.639454336252987,3.539282947891202,-2.063544545388842,0.8830213743256055,-1.016305870915536,2.997136822735632,3.034906113355633,2.229627519033028,-0.150414358295496,2.987157911799467,-3.684609612876959,1.423250359108772,-2.88446054098839,2.725847596205871,3.35611347676499,2.287267961584055,-2.074214535114268,3.828025252855293,-0.8313955425053039,0.4067668729712413,3.854850252505156,-0.618156485475728,1.282224223825012,3.910173788385685
(19,),-3.223369079278311,1.757354176287461,-0.8062844825377069,3.04257787595397,-0.256784784450506,2.92178154742783,-1.144790105278921,-2.973457911408429,1.814658602051453,-1.429195871136975,3.323370266811582,-0.286015610986746,3.298481848104806,2.534542826097057,3.382977493085641,-0.5631193981805791,1.361321652993686,-0.7265018347019563,1.127805380110021,0.0239096380442545,0.2561937324926351,-1.493746558631363,-2.838529712538751,-1.271389269173132,-3.843090069911124,2.455686634457686,3.401807336022157,-0.8269532746237074,0.9565899143824383,1.928169313920864,0.02719630477449364,-3.100353802700472,0.835259387308553,-0.3363379125992734,1.806229302916005,-0.304906562627433,3.856275051216573,-2.39159532122006,1.447463786828494,-1.870635594613078,1.871292851434636,-2.610968034477291,0.6599165393747404,-0.6143026008700296,-1.365983579994662,1.584035861672242,1.402668386026305,1.922001133409371,1.605616669289153,-2.426113285710831,0.432688897365809,2.833169137797695,2.302229840848525,-1.920195344478417,-3.525856095071416,0.4669031654321705,-1.866779891950135,-3.384859906802816,-3.682142158244646,-0.08353484313718784,3.854999364983275,-1.765634338117444,0.19179175015943,-1.915581393026244,-3.715147824234085,0.7061413461258503,2.372253037204455,1.674704635153785,3.886586042671971,2.606708647882734
(20,),3.245510132031478,-0.3678741284549685,1.680121509080456,-2.387579545771362,-0.05116700258354623,-2.701470280191113,-2.799767260228602,0.8546742838752692,-0.04575824302331455,-2.538280188945229,-3.831384598610124,-3.964533987575949,0.8167727663581097,-0.3854427458202818,0.6683766914926874,2.601439937105377,-0.4480957621150408,-2.099726530226152,-2.120086250142005,-2.871147830366739,-0.8701347870349698,0.3229996506598054,-1.748931347468063,0.804297332888952,-3.913816511662942,-1.16706831933593,0.3488858789789688,-1.511482437832691,-2.347073477396768,1.510507297284025,2.32031848588641,-3.68339316698681,3.168882499971809,-1.25210243900791,3.269890398743017,2.763523777230205,-1.028650931329751,1.114719041504248,-3.407791180317456,-0.2911304270099442,-2.622606164597064,-3.251591231821986,-1.890029677365643,2.850659509812171,2.531356175624423,3.13446971742218,2.503094887846557,2.701272310940941,-3.143368092314629,-3.823259650462634,-0.133180151611406,-1.285910840675477,-2.33622782066759,-2.674923319491791,1.008474500071661,-3.530703369001239,1.423505139814071,-1.977085753937313,2.314010883036995,1.04682739369345,2.358264826941534,-0.1267386132635329,2.652021669913619,-2.723194331556716,1.615547205354186,-3.669590619260283,-3.711311640281612,0.9647334203608446,-0.6227162427767805,2.53857120383163
(21,),2.939215077845445,1.238922319539949,-0.8597665168091262,-2.734993909392047,-2.797674140849045,-0.3620602862182682,0.3227698157096404,-1.059854056727436,1.537088712722598,-3.453344879204994,1.098135284696797,0.9284525353519522,-3.17575856471374,2.606817915473058,-1.059924244803299,0.4392605663719475,0.4690813212253397,-3.993164987652237,-3.873375200093879,2.070653695050235,1.949890726864827,-0.9190468061646953,-1.421992857467007,-2.243830631361064,2.361373866350391,3.704270597782776,0.3559344436189313,2.809578690304123,1.636544354087387,3.39244216832006,3.677754876509958,1.548002329619533,2.874620844806052,-3.503935539757442,3.223897589759737,-0.9837956090307132,-3.699630494230963,-2.532521064251664,-2.59683295570304,-3.560269723754256,0.1871742456125878,0.6953022922318395,-2.047118239447198,1.914750426799413,3.539789646674323,2.284450436762695,-2.108670703470917,-1.380596108137381,3.558030431381451,3.482936522984367,-3.534305272371051,-0.3456323008935791,-1.80257418649008,2.110045733912874,-1.139606369872553,-2.742153040993592,-0.891043685224377,-0.7222264990797345,-0.2336162927740242,3.638151918941984,-2.833581829616273,3.626242116676218,-3.459092570687879,-2.816247579062759,1.254975277762833,3.014411187505591,-0.01158236362421228,0.9555114748105673,-1.588917247726199,-0.2160165578503208
(22,),0.690842144565468,2.44969521025598,1.699839814529541,-3.125052613793962,-1.739146270813524,-3.875718970453176,0.4932117293723461,-2.151034028695192,-1.704070902858929,0.8983782925986485,-0.3484423895598843,-1.634163965690989,-0.1811683193350966,-3.679374054526773,-1.497060326271796,-2.839142970300002,3.115211410451289,0.5884577873619481,3.266058711224805,0.8036555358026707,2.023199941173771,-0.2508163183348158,-0.1370096579715701,-1.869790171913158,1.4113788924567,1.635593352136953,3.230985181772316,1.25862958276118,2.089426762529909,3.99307865820142,-3.462626375241933,-0.4741902810272292,-1.162645618482398,-3.282334131220837,2.301112145998029,-1.546501873497216,-2.412249871600042,1.913624413077182,0.3453412609956565,-1.126124199462656,-3.565216996175563,1.584304832438656,-1.420494498047047,3.413855545284119,-3.488488624329789,3.488604990792582,2.073930651870566,-3.553701808620004,1.070801220629066,-3.610644275367041,-2.820119784032424,0.4115463856675214,-0.007874607867283334,-0.4655079765132397,-0.06055460929398526,1.371542565346354,1.413088687530778,3.899871578648705,1.244888346968944,3.259056303677482,-3.57597951292152,-0.07727009159144949,3.924412449025861,1.449754054888267,2.752779135927077,2.384733549841108,0.02066986708255492,1.4840977674005,-0.9830024620329714,-2.781898395946137
