index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
(11,),1.799549733413385,5.51509276186478,0.3067598063258494,6.17526066758348,3.703756254166001,0.6683704535761378,1.232179744444109,4.972089093937189,4.185152574574468,4.454962168986508,0.1469535847675865,7.146868794027311,0.3393188192837551,5.251868175545361,7.208149902875649,1.734529441097391,5.181628776264609,1.273207314306084,4.468376570445943,2.461534986712098,0.1242172167083524,4.163244212118855,1.578363579731134,0.08668810356738815,1.030006797628817,0.8925101047443328,0.2005300287383643,1.157678557908278,7.775735439344806,6.539864582673426,2.883923205639576,0.2845118685452963,6.412018052807512,2.392145485343899,2.552701774895617,1.347367097330129,5.943285434295968,6.370695577724222,7.308257882501571,1.756604454193251,3.039718715406177,3.870188123643088,4.99736910337096,5.303155440735843,0.2775015763450031,7.792221786964675,1.023786810484075,7.637651505836465,7.941788384179453,4.398299866116834,6.522998000195642,3.063889348431211,0.6536726759546698,5.561632906070861,7.041466177986988,2.528240994137951,4.654514091710917,6.824188120274385,2.83062278909696,0.9321676192807624,0.3345051995529913,5.047646759400521,2.606825212116459,6.077423778338988,3.756020368323611,6.300761115664628,4.028982179368083,3.77189390541285,0.6418769249359301,1.965383499989836
(12,),1.350879785554835,1.330616363013372,7.901263325545798,5.606294482285239,7.884722040041037,6.048593996025167,2.600171785909614,0.9038764371458613,2.363114332521929,7.421108978227148,2.73293747928282,1.131403617962903,3.221147775849538,7.723618764887548,5.076097278326344,3.168268939294505,1.285763334662694,3.509301674331607,7.485541258445108,5.196319504121219,2.977473449598072,6.408214307133214,5.918090402148893,0.8329855881244722,5.328067825432771,7.747935316289587,1.920090828239129,2.150658385951718,7.402176094860868,1.616428952646982,1.969627850905604,1.428886490236824,3.980822973941548,4.071698674593469,3.032419575869722,2.225553471794555,3.241497872401687,0.8648834101160202,4.310729218332951,5.686403282435783,7.484754151101624,0.5575064702723537,7.371838299504796,6.943317875130758,6.3093345520052,3.920820155226743,0.9946358464217285,5.984678120479709,5.915478788774675,0.1922750342798841,5.310597374563946,4.361901485734118,7.572120640157205,3.605231623293464,2.351654929906253,3.936872680593053,2.57742968888879,7.92231721528907,1.571672654475093,1.482897448631992,0.06370030320840865,6.642511757606362,4.438311885588426,2.107769905931529,5.37619066173071,4.651477789564941,3.483475801166494,2.877574221664014,3.531849698135301,4.000802160646673
(13,),1.162011310496655,1.70664365772016,5.848018487259789,3.387294882399055,1.438570436154248,2.611987244390585,2.920642945596497,3.088434833833835,2.023739947905768,2.086968002678911,2.967524726851234,0.7402802353351698,6.873775159150287,7.066583809362819,4.805167702066392,1.465345690280589,1.564343459667086,0.2156784182078224,1.88915581273687,3.762809667222715,5.619893015478873,7.766473842282537,1.563614820206211,1.524773538544671,6.80135057714167,1.81847675983525,6.389176989410281,7.604169688334031,5.691702981928211,5.01712995299407,2.933601388554349,1.912950263994078,5.931365079817668,1.570117159727325,7.273237138213632,5.375057067168838,2.646397349916041,5.68241056229889,2.603457874765417,2.980261297945461,1.925042719101938,7.559601283228976,1.530111742372485,4.734910182561114,2.342968753755926,3.39550612331611,5.426257834135011,7.279131886454693,5.465542400365751,3.655963320339856,0.001527097457985039,3.982967789824085,2.09635406158595,0.4751316889058956,2.717452004118647,1.5777558398734,6.181046694346213,2.184235909030435,5.875267378295151,1.058764517596019,6.555910744522951,2.386044873597919,3.421805789572047,5.709458312895976,1.187829050915657,3.01143558847919,1.577135522880419,1.418774633714685,1.701193756932377,6.355500133224059
(14,),3.910805001848056,1.905804814240052,1.471047584493758,7.026849662236807,7.972827193089061,0.7581878837084703,2.780853871350469,3.933185350876099,2.108208910755619,2.843749440858758,3.662462092408161,3.65378410163839,7.259044822541534,4.401995349227054,5.805073699362229,5.155231412423194,6.232412852773706,0.002321345444634343,1.373137451685319,6.790172421483049,4.988754762456955,5.595643292497687,3.421936362079564,2.914054373967081,6.708304600031425,0.3331004802065111,3.66173439996059,6.684175770069634,0.6670920787950803,6.354915830649738,1.594129547231143,3.116543903961336,6.569948210674359,0.9569432289113432,7.894055583271913,2.975220909677669,6.700472833633961,3.373813236611341,2.144344182648801,0.1357628837455684,4.536069491594759,7.926741708455753,6.658185982582052,6.943439827265292,3.905048158323531,7.4318084146388,6.526265790116282,5.55397207761513,6.313139588649325,2.328216155097265,7.646607250990756,3.504192236076566,2.270966056599579,5.025926142986785,7.301299233411968,2.989969191556676,7.373765365185053,4.744616610723597,7.725493569815924,2.570536235199375,2.065950844529593,4.82204087501416,7.525266500545825,3.742044584788733,3.174257968699736,5.875778989904192,6.189941609098297,5.135127738268239,7.229491095633021,2.1078771858606
(15,),7.412645600175789,3.305198629790207,1.143474799899942,7.172367630067757,7.55040862002535,3.75026906700589,2.57158254226933,6.645511054665778,4.504081124914442,3.398608255732035,5.991605449008819,3.6360174602671,4.179139353627201,4.988897740078899,6.284038647843893,3.346684334796881,0.1647907270502458,6.869965026182076,1.754548223831784,0.3282148579817824,5.983482449022583,2.464596662554625,1.875664607214247,2.84234151634485,7.117713183609112,0.8126052483965832,2.11183134115689,5.880700660925575,7.056447479645151,2.15414042385264,1.37133183380287,4.471749345373614,5.851853457580612,0.9432955547267494,3.570995102703736,2.276420244108417,6.892649438478657,5.272141395058806,0.1336983945626331,5.137622856400696,4.204497715866228,2.853270529630605,1.646975035003801,6.897640700647335,1.864547235098625,2.909106500668575,5.540195505348507,4.199176562772729,4.034761477201347,4.993484507553453,7.098306377647353,2.684827330787903,1.249719511620225,0.7711578884323302,2.300601131626493,1.244535564968793,4.475289544220153,1.158192525156061,6.266790009170103,7.053399747998139,0.7125635962122242,6.725675568197534,0.1704159278293452,2.47557217988505,2.238071051089068,3.39167459926207,7.570856746922206,3.947972739167305,1.808160061620145,6.496817588858923
(16,),5.781723014536199,6.581890459211283,6.783099512629018,0.3522472089707143,3.503940954082389,4.372560306144795,4.567508871951466,0.1259631265964368,2.956309388135405,2.425160178081682,4.032945823758435,4.94061212830545,5.917278201247377,3.65062089422766,7.25577274354141,6.036080485656879,5.695097399324904,1.426485465048978,1.364149393466678,3.5345657018665,5.129510002401795,7.013600564153537,4.670414837333436,0.4321766947816323,0.3760574265579713,2.584997869876772,3.547220629772436,2.639365838819819,4.901655209706495,2.430339050658471,5.043971342000924,4.671593289264968,1.057469700117726,7.840816955211725,3.613895914425802,3.768898314475415,3.932452330662321,3.272308145735319,7.911368476207848,5.834538562550485,3.381432136981412,1.830205539292717,2.895886157002869,2.601628232356459,5.245775551717816,7.104975884218403,1.933396232278662,2.531660465381505,3.250480318770916,0.5101026576752664,0.6151706197849383,4.775304216788091,4.231228966196072,5.959627710553359,3.466441821743072,3.872850308380839,5.392652808104139,4.067218363821488,7.048534923938808,4.139460352061699,7.423411148371533,7.633425944659462,6.763177767332106,6.41140565923217,2.005709871077349,7.117644345639382,2.780627048360675,6.162095034430396,5.947176032370612,5.510643746170397
(17,),2.713282715100026,5.281635437230523,4.936933224966669,3.678140184337651,7.513931773538237,2.852550325188098,0.569332829042526,3.379975712387215,1.740190210774048,6.353688302157635,7.220477962946376,4.951546684602708,4.386411240394492,3.252795513318538,2.095484300634666,1.315664537070303,0.7997243311708174,1.361646354969871,2.174804749375021,5.913798392338635,6.013327348035455,1.965579202187795,3.289466515152724,2.326358208746965,1.824163068312671,2.749284469391072,0.2408320757812966,7.553076226685348,6.507040815602112,1.161721570463142,0.181220425148083,1.311416411815429,5.563529011482593,4.44992091084929,2.150977902453727,1.697464755506249,1.782998006073411,3.888508135585681,4.318962542941089,7.690320510083861,7.371667098892119,5.416140210239876,1.893059560955495,3.042631533419387,3.335481803584414,0.7684972796877154,5.234778633026052,1.182209878822119,2.343142332372139,0.5301427965000391,4.64269836601789,3.546634058423919,5.309585008226622,0.736633415511509,0.5050171534331475,0.8811337876832366,5.678623845025694,4.236548227364067,2.37227329941137,1.387437630588958,0.4181247378278758,3.608787979956623,0.08624677293081155,2.821809832531878,2.137712326221273,0.7508893041200768,0.649801720685363,3.43452498109549,5.002577876393177,6.566817871491144
(18,),5.033532100248136,7.285166261061072,6.543304448010564,0.7381025263752802,4.571873879582485,7.401593561327758,6.110936559684253,6.722608125862848,4.123214885960876,5.660231394600743,0.4550602087299988,1.132813892737581,2.231522634946491,2.924148104547953,1.64491256814699,1.521267220965692,5.163661422810415,4.34664371982587,4.075897088762966,3.597941450559371,4.348830002060855,2.053036672505189,2.541139353120209,6.752036980228825,4.08567844417764,5.140867230755112,4.262180252649948,5.093518218653252,5.487283598159093,6.22499589676677,6.319850408618822,2.608094999216568,4.259534758861245,6.702553459267191,1.945514304608778,7.418027695902365,2.184502644356205,2.147098125476846,3.541257864575271,5.234747367158272,7.367714231994638,2.883128680543528,4.30534907032054,4.84640149566274,2.788317465999871,1.90485202878966,7.090739888638447,6.211445237644239,6.622292524285788,7.541804321479382,4.077675847900385,1.53996830357649,0.7705406724904355,4.689657035202945,1.133499400588039,7.97023948959204,1.636727388087861,4.535184265237481,2.863668470236887,1.136898914623901,2.986439509064526,4.421172790577693,3.174714796269456,1.888770717974614,2.925626522721323,6.163876114479209,1.034498971831211,0.899495545368789,7.867464174739511,0.7237456604654073
(19,),7.948371830390731,6.21343863219654,7.925190140185535,4.574518175321931,0.7727486747262018,2.410713052324113,7.568174006962069,4.795376597155236,3.80901593136043,7.575498235949441,0.5222627312276203,4.6986842009994,1.355588510728328,6.20305835794278,7.733408669751821,7.744721394220848,2.917902871109249,5.886708936364557,2.290667609400421,3.451329002700075,5.423811842430254,7.191991913463609,2.15346625731111,1.579172858330928,1.416107121556906,3.712633030925347,4.680096627258093,4.611752212900452,1.572272911529097,0.02818470615396834,0.3134313825641227,1.384684166346963,6.467256050785049,4.535140787817438,4.784224143973139,6.064785596703007,0.3594217192695379,6.717804646408195,4.451723556539584,0.2137292956395335,7.560823853262199,6.391214853124807,3.103952230194568,4.025892102771671,6.482459007952386,1.864438831764101,3.182733926146886,4.76178504551693,6.147878034617966,6.026072305322185,4.647815478960086,7.306836100400874,6.6373500256776,5.798623903170424,5.621421455669783,5.918332247935896,7.217298899698591,5.146789876775907,1.977725812789276,1.145968444097779,7.803950877172087,6.925093158885361,0.5640774074245579,6.009864087180242,7.090879970201576,7.910653839037132,1.025856448995846,6.642342211476383,0.8467870970492087,1.201970396345486
(20,),7.557047952913813,6.219057330519922,5.894905647103783,7.501920823521713,0.1225479500035161,7.474386108111883,1.402820893885528,0.3463678103903485,7.536921957971074,5.828135947108347,7.852104250368018,2.382318636466072,2.318398736195088,7.127809008260013,2.093607219730384,3.408956475927618,3.313020757138965,4.930667683092588,3.508235937850867,2.06881229225223,7.419771352030353,6.224992959311261,7.468469959519237,6.172847624722068,4.923399110321395,4.008548612670704,0.7568718179638202,0.3115604235215957,4.107017134271785,4.465973351647397,7.82682380820971,3.854028924639336,7.423203966466161,6.346495210144329,2.00508933896747,6.532502870197246,3.39744866418851,5.322934422683991,4.099621204640238,4.00133622456589,2.338292826329952,7.105946675379351,7.843934366243086,3.004505087783374,6.352221201593825,0.6458643961019553,1.697350717320694,1.773693648254629,6.647725538210032,6.063550026898055,4.291176659712825,2.612916829221593,0.8737286685002406,4.407655657572655,6.381377924203552,7.630117242310972,5.767247436720084,3.132586420028526,4.937219776236261,7.106386919056525,1.32611806063005,7.304473647635516,3.360882631375405,5.723348640632055,6.705237639192121,7.24951110516738,1.099144015177399,2.38777600476206,1.523289122559704,3.557286895711289
(21,),7.205948069472304,1.745016530186423,0.7932362650600921,6.982910444956857,0.7207671383085227,0.9873351718007934,4.875764958501175,7.859491341866087,7.489574757087619,2.086422372233019,5.713840442947808,0.2605233942195386,7.198639656536331,6.569810034022795,0.9492892117220171,5.966262299357866,2.852286570785069,4.379283241931393,1.011580126107249,5.800207060169682,7.911870751507919,4.400121590665254,4.666772554454472,0.9420570825764861,4.286053230934149,4.01713882295086,3.211779512099127,4.375058395150237,0.8436016758633528,0.8216678706541577,7.398051996111245,1.539200333260806,5.478404143630735,5.687083220040283,4.838021581245319,2.286406015906238,3.514861616970983,5.476540404388623,0.6384760400051738,0.7212386059126731,3.981163298052649,4.842991793780404,7.257161037259772,1.620767076621764,7.708083485850345,1.863143361447875,6.923562912764305,5.872899911507319,1.160093788334589,4.278449495361971,2.548773218759029,5.573354130672171,7.335754750353146,3.876385072601879,5.131252754339398,7.346843373291986,7.783919696985212,3.150330446275413,5.53437433781701,4.63000522858032,7.795807626470856,4.180405679644603,0.7126274134639229,7.806702033831924,3.351414134785817,7.296533796439759,5.234608114327518,2.641067773572117,2.454461006424854,5.843808249478258
(22,),6.307156822260289,4.458033480851617,2.011020619630172,6.156166366868446,2.109977739776518,1.467634057624543,1.90849446806373,2.808478040682016,7.848457318438112,0.5795837345731002,6.951161271236538,1.463960790907621,2.92416095494105,1.895437972367676,4.545333025965181,2.534137060094446,7.324174298177417,4.979487033009335,2.528654621817621,3.961873988182318,1.194898088492899,6.714122821417186,7.620851185178149,3.320949070826405,5.36838309499413,1.696113602554791,7.092585049233961,7.197767652466747,3.991901433016745,7.16476914433748,0.2256280999924194,4.84826223076992,2.97712420686996,4.46893305053076,3.084303098626253,3.332082581735593,6.030772845088019,4.542617336586,4.447516367805648,4.912044114577737,1.512426859370375,5.913510432936822,6.700367274035324,6.515526215651614,4.144395728673218,7.629157674999702,4.550637358958793,7.922476044179841,2.573879186120247,6.068554645061274,5.485482270468889,2.268793589818757,2.713941587889045,4.163449401342919,4.435763935634919,3.047125649174367,7.929054028053197,7.198702132948271,3.806209126159081,1.417616405067745,1.548927691408793,1.472712777119581,5.005215136448292,7.993387012048568,1.021651172904951,1.953472659984773,0.6686386084578392,0.06487565100896774,5.286555641750361,1.326535044114315
(23,),7.916809112428534,1.49042721066378,1.354515114983007,2.102018048257754,5.052257531778466,3.94909409604835,2.984309690077994,6.31414758942234,4.658012972147034,7.933529288280035,5.171695069994419,2.309130272589405,4.832988755691583,7.054078952308096,0.8591796160537233,7.460396451187377,1.090233753485439,1.13795944711981,3.169255112475806,4.33225933195874,6.229074358760177,4.412292383105974,6.663814681450364,1.399526289986262,5.251293488569877,2.33572824757994,4.422460193129208,1.846596975907079,4.209818113433345,0.2942715249763524,3.764943644497024,5.172000000456191,6.105982563549636,6.343789119545049,6.892402924121471,6.476306709789297,4.562076251013214,6.362549411802042,4.995254656524282,5.06526376195389,1.954400154705751,6.332086403393795,3.481462111831363,1.62694648916866,6.587101754713511,0.1201409120699404,6.735302969405724,7.279224362549282,1.644763869829987,4.18054860308227,6.587580664793565,3.418081315933548,0.9041713202532113,0.7974209783820203,2.897375193616645,1.84959082386753,5.892789454640199,1.622366091791032,7.89529766276607,6.530027872297487,2.981370656795201,4.842278957921124,1.199817160735675,4.520572090906663,1.903816608730802,2.02389359004293,6.651887656764132,4.334785443035355,0.7437176737547003,0.9749447813694241
(24,),4.445672665785665,3.011690903374653,3.258411596905843,6.046185246760725,4.168400141240564,0.7552469053015017,4.108163035056408,3.392460225521006,6.142577101557155,5.180854750537306,6.010882949968084,0.3785305921325067,5.47054210686193,6.241717282618627,0.2172468331968781,3.349629377727332,7.547457559884251,5.910275109837367,6.154888890722543,7.941908893380991,1.292405150304328,3.672200075025542,6.291706760270703,0.06061787857542429,7.319842393791536,7.558375625073961,6.994447936004681,1.377525964916728,1.910121920694001,5.379152435114033,4.622556210400632,3.035209501534013,2.841252249337689,4.569006982612478,7.93055554336085,2.725774523388296,6.604845665504994,0.6879213272869902,3.212664032823643,1.389219378027425,2.750755646170677,0.3095203273489283,6.52264004987448,6.703054099754294,5.366456066190377,7.022077054352171,2.920157687514046,2.294667135074827,7.893174837104053,1.28384708057513,0.3801306613842342,4.233065292927696,7.293639408882695,1.82515751061463,6.690064483272807,1.981147580545296,7.866618564900172,5.685462103112887,5.466541629315142,4.398303748996431,6.62208275478204,3.864791134795598,5.792226751300762,7.025019074241983,4.297560887970318,3.40217047183174,1.720109885682863,2.444345948676636,1.285680522519868,1.962044341414568
