index,1,2,3,4,5,6,7,8,9,10
(55,),0.8394636775506251,0.4688118308398964,-0.05630868504398345,-0.5635860676911559,-0.3141692297066552,0.1376668713572153,-0.5172789990899586,0.5988281596816784,-0.07728320885139772,0.2127098281850106
(56,),-0.3122407900812355,-0.1313030948249072,-0.6502081537144905,0.2091769117222788,0.565254959365157,0.1559624329772177,0.5197787478411728,-0.02154881530971187,0.6335616861802238,0.8702087526645054
(57,),-0.6213028901781656,-0.8983427130203793,0.7489370208776245,0.1341917626442781,-0.04166770066545622,-0.5748241825067467,-0.4551955674067341,-0.524612505402286,0.5670186021142872,-0.135957098514891
(58,),0.2220505557244812,-0.3382830434186501,0.2626629734368026,0.1869795886726267,0.3051748147012902,0.04575155377726083,0.7548123165386118,0.2427195804770772,0.2073512472886612,0.2178239009961288
(59,),0.5958313434754781,-0.011746806781744,0.05872137212136668,0.170641040915926,-0.3609037477083881,-0.1350067866529736,-0.3644881420462843,0.9885034024671614,0.222760615371312,0.2489326223208124
(60,),0.9060609434771357,0.001719345678734219,0.4642637911080949,-0.7509234773647635,-0.6724205924409723,0.05395692896885684,-0.09133448266803823,0.5716995123389299,-0.2330943913571081,0.4551987616361115
(61,),0.1781155489204706,-0.3636535501792436,-0.008690271871571245,0.3610216259612693,-0.03731043904596459,-0.5532524122748539,-0.1806155632842223,0.3935554765716546,-0.904691883570679,0.2506428897607517
(62,),-0.5174587310625401,-0.88590579124467,0.6058704396889034,-0.3148366831224844,0.2941249908088301,0.5447040378512283,0.272730964914028,0.1765267144126452,0.5333532334188735,-0.350878979377186
(63,),-0.3786729972954057,-0.749771132772882,-0.03784857164138677,-0.6958690486289648,0.1804326525588746,-0.5219507565547955,0.0896623472973237,-0.3023320242457059,-0.01905144630460986,-0.03307113594993749
(64,),0.469857454369262,-0.3645890914650821,0.1632138147961389,-0.1777064639247332,-0.286221100680826,0.5084676774295983,-0.2215358079890588,-0.4795543120542359,0.01612972416181291,0.8218255508447732
(65,),0.1174382701181253,0.2308004568018944,0.06413052280183257,-0.09985486714051058,0.05842249433638319,-0.3300903392406416,0.1535141112816605,-0.241093719450101,0.4951753549253324,-0.4851935640242604
(66,),-0.06077884009523171,-0.02993373036028685,-0.4002542183180242,-0.3543392405018931,0.4912101430262105,-0.3547596171418447,-0.2125689304078663,0.3019804116438987,0.9910225345139609,0.7956380628976591
(67,),-0.2756232881646349,0.252500367052543,0.1934482575249027,-0.4440478519017265,-0.2377371733007213,0.2540657204298917,0.2374122657828017,0.0221901373655855,0.3682437807834475,-0.1776153345036785
(68,),-0.1054088507489182,0.02329153096006431,0.3808030561877608,-0.2910311858523502,-0.4294232187922748,0.4931584687049608,0.01094218665595323,-0.5500750802187463,-0.3390071919139671,0.5618142391840724
(69,),0.3878892297831222,0.04989009393649611,0.2169801605996249,0.5159007653665209,0.02445232732051864,-0.6215732459280718,-0.07484075538815327,-0.003310964198043664,0.06173989205495123,-0.9343205267209207
(70,),-0.3770187253149432,0.1748702644774282,-0.8274044664035389,-0.2587661341585185,0.1745479587749964,-0.3852513862846332,-0.2812264981362891,-0.3545733350716714,0.7116589796282123,0.1772077238817746
(71,),-0.351043219397311,-0.7067915112801928,0.5383287707174362,0.03903614560133561,-0.1313365087550756,-0.5148624416957663,0.8518025943717433,0.03750151438477162,0.1523741638988483,-0.4999966875203712
(72,),-0.1304206886645804,0.5843412260711986,-0.7872929232209194,0.03778382384730494,0.4597652702222103,-0.02313480204983343,0.1919038840225266,0.3412294723683819,-0.1642599617565407,-0.08756038064020533
(73,),0.001552686532127368,0.08643182462346333,-0.6001876300157549,0.7275028883146225,0.274552884910737,0.6926061271020401,-0.9401427314067441,0.2673122930545633,0.9192472494322118,-0.5114690862806193
(74,),0.3601808894085236,0.2020374568546761,0.01981879742715864,0.02466637184339132,0.5800252636005092,0.191735791546444,0.2270561828015011,-0.2483310544711884,0.02182798918445519,-0.1095060367909729
(75,),-0.2352306735646516,-0.2992126334584364,-0.2100391178955348,-0.06159369919068758,-0.2836822672198567,-0.3477822486347676,0.2030459948843134,0.004308853221355879,0.129829531085523,-0.5640819333197926
(76,),0.6569495718978458,0.4211340972943157,-0.07223385738641108,-0.1181367313961977,-0.1295798938167353,-0.5277886461258551,0.2601963258510885,-0.5756655414785679,-0.04405368390745479,-0.3142899561826032
(77,),0.4688822959845383,-0.7576662802189352,-0.2077731555721435,-0.3749484494759627,-0.1593881222120953,-0.05957538562813269,-0.608457234347547,0.4083933945644524,-0.7063597715292964,0.376444717483459
(78,),-0.2484981729930331,0.6543375650944396,-0.4535996170089979,-0.8276118858890549,-0.1929922459051504,0.3934769291169615,-0.02046585939821299,-0.3465298851419021,0.22631355387019,0.1380143666136591
(79,),-0.5547049507573758,0.463002564956061,0.03412862962717358,-0.01601985537871534,-0.2360328351662177,0.1683586347782547,0.02965009361139093,-0.3944612261568108,-0.01298751727045433,-0.07969155071930012
(80,),-0.1547894837487571,0.09511019843411506,0.5706699143182727,-0.211768866720659,-0.7095433033414484,0.1366357649479203,0.07374205436910619,-0.0001341417381560683,-0.1861301934524039,0.437970081239044
(81,),0.3788963691639883,-0.3492181247081918,0.08975977937803292,-0.3301627119849339,-0.2250635230096835,-0.1763764452798829,-0.1305645980242304,-0.5655690126323848,0.109374842682644,-0.05855778303518447
(82,),0.02682501532788401,-0.1884141020762752,0.6587171457854163,-0.2227305311143895,0.3424020291657186,0.0146044989854508,0.6846755434403926,-0.206327270771778,0.779392894604907,-0.3547493640555319
(83,),0.4165819601375021,0.2630073839096265,0.2175312970088705,-0.1670403337924555,0.2780017969414422,0.08680232606957161,-0.7612836740766139,-0.272228676200292,-0.4350486126843116,-0.1802708073483388
(84,),-0.3387697727668502,0.4044400799470109,-0.08942075232367963,0.1840667675251059,-0.5110505880731709,-0.5557578036021313,-0.2936258659165837,0.3729069313018055,-0.1012810780828696,0.1601017251462538
(85,),-0.09285751162407041,0.5416072387975548,-0.3060541370044726,0.2018472406667368,-0.3810872402481703,0.8791542847204862,-0.1409205369498885,-0.26368010429084,-0.5565235576388465,0.2988912748091456
(86,),0.1275929806375687,0.2921257448005068,0.08775060280215874,0.1821684173621147,0.4206659740248115,-0.6188990842287254,0.6753505177680447,0.006106396468415709,-0.337392241705283,-0.6467638489928917
(87,),0.3303616466361928,-0.02374233271720941,0.4210241598588342,-0.552969103227394,0.3183919297593205,0.5013882617926614,-0.5210447870387779,0.270908412416936,0.757246466132892,-0.3357884890258952
(88,),0.2879902019789262,-0.2966821535199714,-0.1138133070683204,0.6379447451349178,0.5234547195949231,0.7651131550310099,0.4583452909985626,0.4772504859606169,-0.04268161144251492,0.3036994910162973
(89,),-0.08188417983854407,0.01585309961199517,0.1451939086370723,-0.626197699057413,0.03749138593062967,-0.1452859698339483,-0.860398227895401,-0.5083400347996737,0.05843397922253568,-0.1812835669800896
(90,),0.1389785510765599,0.202944593309945,0.3481668749231812,0.4523002239272971,0.5080337988142848,0.1354520140754039,0.03554388688846447,0.6282070381137939,-0.773612493674845,-0.6585910460354806
(91,),0.1207625493881742,-0.7958053617618778,-0.3893688219271032,0.01736870308880178,-0.4798729181704665,-0.243531685689812,-0.5741478165742598,0.136467416508646,0.3006186359037835,-0.4525424606751012
(92,),0.1707455951282958,-0.0816775876091127,-0.5052955262774981,0.7232050857839127,0.1918168583973483,-0.2861061027581822,0.3945180585983325,0.6229166857320269,0.646715156427192,0.1223199195245971
(93,),0.4595555821954061,0.04517747015790327,-0.3548934363669579,0.08264840184713142,-0.7060765773232662,0.5610334093683398,-0.04790706645330786,-0.5412706389434117,-0.2400822102141715,0.7091066691852784
(94,),-0.0347908822659318,0.7471754660708105,-0.4776734961954353,-0.3138032839064183,-0.4418180565073202,-0.05390309348568967,-0.1420520351618312,0.7635720740386855,0.4656197474693513,-0.1953400736903002
(95,),0.09733146356853939,-0.6258100738813599,-0.2801685164548591,0.3341438395022592,-0.2563526610671873,0.2522307429046179,-0.5457801427534503,-0.2334732745848982,-0.0849187163296706,0.1520116396878558
(96,),0.04643503949074534,-0.003644515821901728,0.880586159824373,-0.02670538640488418,0.402575835740167,-0.5081951228989474,-0.303189832012705,0.4078139204254169,-0.007900483646906292,0.327055232525911
(97,),0.6828126710975819,-0.1149683551758635,-0.4389450537010297,0.5003770703378077,-0.09786176423634263,0.1045959166773073,-0.4565277828826688,-0.3162399212936415,-0.6321042269096546,-0.609978527667593
(98,),0.2963887510025121,0.02214818874561886,0.5204018617887916,-0.05276389410157258,-0.1001957336646462,0.9427492747848386,0.01262929363989694,0.3746269446023296,0.373889346159019,0.8630713243546796
(99,),0.2884568462372893,-0.5517991441648726,0.05666557479955114,0.7182840951052697,0.1925279539343787,-0.3653091628681432,0.7731150403409982,0.02800651147950395,-0.4286527678142014,-0.4039110123415377
(100,),-0.1407881824143087,0.1746443243231812,-0.2170198689196557,-0.1183961587144255,0.309819277648902,-0.8203153212760187,0.1912613782388116,-0.2367893343054769,-0.1649655698460506,0.2008313692169398
(101,),0.2289120068783177,-0.3394099809905908,0.2296863792603369,0.207646191148549,0.1720273394988455,0.9213980362990724,0.4440138078034189,0.3152905181953032,0.264039758940228,-0.6559559099685008
(102,),0.2277105490540419,0.3942806180487031,-0.06616795280273369,-0.5116310288995458,0.0709283066394174,-0.7498757690499782,0.3272127853025588,0.1768269524807709,-0.8890346438113276,-0.3673302103160327
(103,),-0.3458296739265065,-0.197059639430294,0.4703805021468559,0.1836287567338344,-0.1219090747727129,0.7867141232331065,0.001013041080706961,-0.10821218612622,-0.2392615161585234,-0.4893334178430637
(104,),0.187912611681349,-0.2200883934974552,0.4995240843067652,0.005204867211833664,-0.8226011037641711,-0.503080475773878,-0.477417644078635,0.5505967688391535,-0.4801188666400936,-0.5789099653883472
(105,),0.02671228783733667,-0.3582189265474413,0.3388261691545693,-0.2582348642725865,0.6582796720214713,0.1819118650331989,0.2592886675137535,0.3691142158388787,0.4615371399954069,0.5160539164944257
(106,),-0.8540217123460073,-0.843273468586719,0.3391290078229406,-0.6815312946101593,-0.03696036903627573,0.1180156260628204,0.3978439655192079,-0.1880697132622676,-0.5924634101023162,-0.08510036363599564
(107,),0.05897175606622018,-0.5460500549510001,-0.1397108087306432,0.02937409354078124,0.2949473905136104,0.2979515709256033,-0.2860736540522195,0.001268245787570899,0.8070036665599012,0.1139681954790733
(108,),0.3585626167919376,0.05244224292158672,-0.4021174148475175,-0.5991228992286824,0.5157762322765781,0.9437829493229424,0.3248825788997033,0.3567572516920381,-0.7223692552392045,0.00896490555008811
(109,),-0.4862672893311514,-0.1440544842650855,0.2780045504805242,-0.2502951305177611,-0.1294311008775993,-0.04864641182200913,-0.5109714974469504,0.1180417563851375,0.5443624250468553,0.2261360526419384
(110,),0.2374431299815446,-0.4673482493352625,-0.9396568634744382,-0.1098797882913389,0.05145822431147096,-0.2062664518988584,0.425407562835281,-0.3251604895569267,-0.5459857429776495,0.142222395819937
(111,),-0.2524475009970089,0.3160260238900403,0.1098319755399592,0.3202087217340719,-0.4434793015467294,0.4319834374692468,-0.08811814754261854,-0.6505631680839018,0.2018994893598682,0.2847540006975406
(112,),0.1298702912538752,0.4188941785495161,-0.2899662762588376,0.1436041622076881,0.2385385370600679,0.2755890250537679,-0.7345219701784285,-0.1131170987950197,0.528992465745442,-0.2443359705519649
(113,),-0.5093292514444119,-0.4082727384392298,0.2307232512469918,0.4396974582686614,-0.06799893218871333,0.3933706947013913,0.8594550771894316,-0.5993320456241489,-0.7372763506918583,0.01212280716021386
(114,),-0.2494541820101324,0.1370648491253401,0.01626487539875579,-0.2732815325546837,-0.0908969010207641,0.06883773322651254,-0.3938168651785735,-0.02786254311480485,-0.1350138149401603,-0.593988518257428
(115,),0.4780863292895117,0.16493386459935,0.3873375718431983,0.422737700060355,-0.262446939350566,0.8759880930898104,-0.3729151384369613,-0.008134630700909168,-0.570941941140892,0.1246013011646642
(116,),0.5669809392727885,-0.4987216842895809,0.251884763796759,0.5581236538002073,0.08155810194692364,0.671555685387067,0.2377928843286692,0.09010577151742777,0.3445175819434582,0.118675430936459
(117,),0.5947595163435277,0.08689882257883763,0.0963096545595337,0.05268021120351304,-0.1991151621424739,0.6221637840494815,-0.4759826033808834,-0.2203902379689064,0.1754487708744588,-0.259565643105182
(118,),-0.1214257249192999,0.5559359128610545,0.1022191340753214,0.8623826315015443,-0.06616320058571179,0.01998616499271144,-0.1571210824893616,-0.00938665020448192,-0.8608484887305375,0.3732019106907626
(119,),0.3233553832350373,0.196941297053691,-0.7777873879318485,0.3113047539986805,0.022493286272531,-0.7288711441621015,-0.6642309792321899,-0.5347932135760438,-0.4156574015046922,0.1132800153545944
(120,),-0.1111108496022282,-0.2539655822701904,-0.3355540951831732,-0.3441406136806665,0.769724512217514,-0.4353168204856901,-0.5182845107813877,-0.5335577215384155,-0.4338223241071343,0.4257328000653785
(121,),0.3016008552470695,0.05368802721416777,-0.005119899040156528,0.1282949985503352,-0.05861235503679588,-0.3396190014680611,0.3300548891134732,-0.2990990560677828,-0.15868205782767,0.08318227098911368
(122,),0.0253395892708651,-0.8810742269645637,-0.07155780171171156,-0.8826950386765916,0.5809612384044182,0.3167026010853383,0.4635808310530837,-0.203176347269928,-0.2703483802923089,-0.1478188396065859
(123,),-0.01973152825952421,0.1228630851558799,0.07503048752983288,-0.7775598757329156,0.4148723634199599,0.2023976886631796,-0.001095231085937176,0.05308960884118136,0.4474022550214335,0.07593642481571962
(124,),0.6988595616791751,-0.0248434115659163,0.1576139911379257,0.5169786502689995,-0.1993684879054217,-0.770583017172018,0.5593226275938341,-0.4096558349770468,0.2468724092088814,0.03048658452090169
(125,),0.02516571346706048,-0.4672401032101788,0.1015148491132033,0.6029843276180669,-0.5739912181648442,0.636014616748446,0.6397331584995145,-0.335267791503386,-0.3985026302825021,-0.2054125465121869
(126,),-0.1312812603123155,0.07326841313151788,0.2334226464778515,-0.5012811131240208,-0.227718293176275,-0.2669825415660588,-0.1026110808666101,-0.03155828483981726,-0.4100931161520613,0.2812128771078879
(127,),-0.2904399374683305,-0.1082947582263645,-0.08461235153402225,0.6062283373369297,-0.9352555621916897,0.511207808558128,0.2866207887984748,-0.6246755585589319,0.07117076064766281,-0.4298419126290783
(128,),-0.05549759780666264,0.5566061792737097,0.6887434173302183,0.4827192514519985,0.0663629339056293,0.5143983933962714,-0.2353477338706749,0.2182552660822056,-0.2603094039015393,0.4603908139680629
(129,),-0.6109203496706922,-0.2699828691154443,-0.1633982346727335,0.2949393091266616,-0.9214697939433154,0.298983412964419,0.08017156243752432,-0.008187093246031507,-0.4373004621634405,-0.4604941558600031
(130,),0.1468541712426141,-0.5931700935170076,0.1198218232586423,-0.3743363494729659,0.711496723076069,-0.1623292413106368,0.1684626729285736,-0.3574250033110805,-0.2453870793828262,-0.3466601419736256
(131,),-0.3070841808824049,0.3086175878237614,-0.454058029379224,-0.7368657840715339,0.4963799081216131,-0.0604150988234694,0.4598879204909698,0.3292765861866955,0.1070150511674942,-0.1523786394330658
(132,),0.1073612839036387,-0.2172611600256901,-0.2927453466525035,-0.4278947509828294,-0.9090442091685593,0.1180853832451267,-0.6720179913642567,-0.03114833634458658,-0.2199499889394987,-0.6416401273364047
(133,),0.3452735116558466,-0.3861741370195481,0.2277513030585505,-0.09409339907445946,-0.7699001324469622,-0.7988853621520087,0.1802175307303304,0.7150516714094891,-0.6898846213158241,0.1962623817825877
(134,),-0.5603243305016328,0.7356510405801439,-0.5292948425321891,-0.5768460986996631,0.1034365003777167,0.3697060645659376,0.710814437188819,-0.1789287765240333,-0.1248372090676783,0.0707007591964931
(135,),0.7849925549124951,0.009186098451297864,0.04192188923156892,0.6056735613851219,0.1519227051560489,0.3144683342514135,-0.3484130597827286,-0.08264581957924555,-0.6073797314997126,-0.1527536059214506
(136,),0.02236662538307321,0.8032590593365773,-0.0466303414943916,-0.06945743155401163,0.3206913024368427,0.1694578774713996,-0.2700328618451877,0.8673017772298763,-0.6949740084813435,-0.4810712040059691
(137,),0.1756235801501218,-0.2486344184354794,-0.1243726041401182,0.300121228371994,-0.2762993522865749,0.2877971066514401,0.02787836630660345,-0.3831545168987378,0.181488602714877,-0.1319552393669806
(138,),0.05627560199066087,-0.1841919987903641,-0.4801411283917639,0.03593366930350461,0.4353446374231507,0.2001434907184776,-0.08357882033761732,0.7715403635203537,0.03128188190153813,0.005080392099010789
(139,),0.4993133055672106,0.6474736334417532,-0.2074313937075397,-0.8095831468775354,0.1578959914504253,-0.1465891401155275,-0.618401970874322,-0.07075039758870744,0.02310182427592122,0.2329842815144506
(140,),0.7444687557157281,0.2587916674568278,0.4372476108092108,-0.5156505771925426,-0.04789891001753332,-0.03460860255604525,0.04041366594159446,0.02133366010510263,-0.1430224067144943,0.5458011393904778
(141,),-0.2896328632535454,-0.008436993076331514,-0.1976452174348406,-0.8628975881302062,0.4170450098300549,0.2836893952868913,-0.0487690530790944,-0.088576210879443,-0.2876042283796315,0.04237335709578527
(142,),-0.1032333798031798,0.3137645256240597,0.07839767953373229,-0.4300880316554504,-0.5863834931149678,-0.2504689486376557,0.1687620894952339,0.6295847229134259,-0.02390726667338561,-0.2149224126346315
