index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
(11,),1.280093089643982,4.187908369892618,3.892691463371602,4.589873412865782,0.8386124968137328,5.271198536567156,1.773717115584696,6.70898821389623,6.641628824977231,4.619703656426211,2.791747472791422,5.424304879181798,1.594076706838466,4.770309970796199,3.629014703301026,3.741919274775086,0.4643364815543914,6.607575853890136,3.747053303798231,0.4389375244579851,1.945620113524047,4.876134960509656,6.82642530461098,3.6029692982904,0.4447929003180132,3.237549210685068,6.209203954162554,1.852175539552,4.147829986109872,3.974649670344292,3.964889476106192,1.965877407363572,2.685852767840404,6.826345519380456,0.6791155204972633,0.3716994757535184,6.042927914220608,4.719755338350589,6.96388495967705,4.410094139610085,0.3659557507178563,7.702295399657431,2.607108255529556,1.551253819824169,1.327725542855932,7.716141156154617,0.5742192932832842,1.372978419826697,2.608914735620637,7.953593198956824
(12,),4.811832511832,5.273501556026351,0.306383374056988,7.875785721936018,0.6807197221303589,4.458898652496195,7.873974940032034,7.309134190355701,6.491242053167606,4.523188075483763,5.394788478220381,6.210658248989972,5.637028567813566,5.541343291382544,7.857262536303721,2.10402013916109,3.834386089562973,1.388725528874329,7.539569306915733,3.172191494819583,4.812663541747118,0.9896178603913155,7.695809444114447,7.814067174303267,6.096094636433701,5.291368639166679,0.9450026546443466,1.211361322658111,7.928638155383792,3.06557545869018,7.482674836865016,0.7705401545764211,6.307714882762209,3.070192038382754,1.628167042764262,6.058628897980816,5.425475530423228,4.219406847832434,1.646446921372689,1.676464724584108,2.112818653089867,0.4601536696598135,3.250993406385887,0.4009823525836973,2.099564053835422,2.1323756164503,1.044407870394794,5.693225167675575,3.537410500218439,2.575637885486761
(13,),2.409211839566993,4.833105752917693,1.409656827236008,1.726592383322757,3.973239389859829,2.774197441776931,7.890215091197391,4.684124814454914,4.365173885170844,7.034366518104842,1.709255453317571,1.930597793121576,2.39512072764699,3.523422229755687,6.037577081714717,1.039559962939335,4.650257847739566,3.420431179859223,1.660906303624375,5.806662371036199,2.64037742275789,5.120289042551834,0.3696504385569742,1.63384709302335,2.638070745926592,5.677603347681537,1.924681307284497,3.066921396644633,3.51937072877339,4.560299731516183,5.921161960909883,3.520997370471159,3.258422165101326,3.519837642587066,0.08228529447381153,3.294942095117614,3.881165723634178,4.859224136202195,7.75654276367967,7.499040229992504,1.286906239886267,2.136558515486783,6.735634238790279,0.8256868455534583,6.787479573493217,1.116968025046021,7.57297708834224,1.687583187021397,6.941430066392375,1.443053168110649
(14,),1.038751674316705,2.056470269999614,7.600880390728173,6.391615934250059,4.245117258138995,7.618362678765132,7.355443190546421,5.810734936652868,1.714624266630387,1.780100955686834,4.92958872556015,7.267931717124507,4.847360329031497,4.717315043406156,5.733653166042483,6.331656517737432,7.539029848086018,7.311855052452543,1.193666109316717,5.473953080790771,4.698490899478766,4.071332298588176,7.802443759022278,2.161072079866674,0.4608156641431696,2.477780761778185,2.613821012028571,5.658498884878721,2.693235941596995,5.047910806746882,4.189438964849072,6.396858955043791,3.931867446120062,0.4533506263800618,3.381786073108556,0.4893111031182213,6.745241853607854,0.4743896799064035,1.075622647077628,4.93036095889459,0.01338519192975595,2.452337523096399,4.914069971817208,6.893610907173774,0.7067704113150874,3.645701378353492,2.816875339010303,6.845777041417537,3.669020207407947,1.177630530420932
(15,),3.811863570557112,2.175771888579918,0.6569908715125965,3.255485121562356,7.823925753392992,2.210710148370674,1.750609955430763,6.651964260488767,3.976505425595087,6.149502203274376,5.39442794722418,3.836735266867079,5.059708545818626,5.782396304971563,4.193560883450585,4.240603532351939,1.309493207096037,7.874483169933459,3.14316096399706,7.867081141300408,0.943250787051905,0.9267659855885598,5.543307283282757,1.265996479342472,1.762250792540953,7.941545604663429,6.265474054162611,5.595194856002178,3.399621188898104,4.242888108611461,1.526387080516909,7.069564384189296,4.904319241262446,7.629988874014696,7.253207337980973,4.991805946729086,3.993407901545004,2.691660887406058,4.44953138351415,0.1460097305535011,0.6901362413156867,0.1507917069679003,6.525428055606574,0.7425884054924491,6.191463312733497,7.999450803627338,7.256653642682606,3.232727134147234,0.2109602874945392,5.378428943071909
(16,),5.739438449018842,4.003914490114199,6.45592942017787,1.085208854778338,5.926051362431981,5.419252667365398,3.573977488440373,4.163849098004806,1.231161278699817,0.154751764751928,7.712720557955226,2.232928164448519,7.460336954746327,3.417336865143191,5.174143284090945,4.898637382922558,2.714942816207,5.056743264686888,5.717218597002289,6.129862126889399,3.125088206947226,6.421423309509394,4.628914906898648,6.990847327704091,3.483038742355202,6.253343207252812,2.029576194275217,7.003497556292822,5.537212266816054,3.245780421952956,7.426022070226871,3.90594343254501,7.854872884331236,7.35050360883162,3.226376944492201,7.639396409199252,2.207918432395107,0.9608803218597358,6.246493455571095,1.147319455259328,7.938368871892024,4.320020008138219,3.029084802639378,0.9471903451033078,1.584137379820562,1.083498099058908,0.6521590512973162,3.050341291231244,0.3079154692474551,2.299411342291118
(17,),6.956138267153912,5.012822430191973,1.424711418740903,6.678171964579281,2.864829422840263,7.024362838337143,6.564419417225367,1.64416300174035,3.398670859600591,5.6910372948347,7.849109731259365,4.271317440740616,7.979673877659009,7.164583863500561,1.368747955536406,5.670839850733803,0.7827629927335736,0.1376552345233237,2.088020058731402,4.961644784675099,0.9715206762294063,0.8131066461371967,6.219013176968396,0.705977153640698,1.859899558395412,2.547028496377196,0.58478017726632,0.6506153209129462,0.3178749192447731,4.507371666350536,4.293697028524809,2.171759024147526,0.1827609690178978,1.799284646834008,7.862306651858759,4.416659855663176,1.437671206947766,1.614073796317965,7.366935303118929,6.759469422137243,4.086641417884491,7.628010770404133,3.818814073685131,7.683086552845274,3.171431795348726,1.215284179442632,1.622240153774082,2.394432298290235,5.993230654825957,2.568660240167054
(18,),0.156984410827903,0.2043896701079401,0.5249300113541778,0.2851554855607576,6.748123213634949,0.7730991544426549,0.7856386480942102,7.941063367236924,7.064025186834411,1.772347827059577,5.248738423123588,5.517290880182434,5.550617826108707,0.5157215548118671,3.638765454717352,4.412919586141185,3.706345029847896,6.87280026070703,4.915431276500099,3.315293955455266,6.823549274609713,6.50220538607406,4.415856998437722,3.284608491731428,3.419226494105374,4.358442794136196,4.330126098678552,4.501116077278978,0.5863499150712819,2.435813567713561,7.524893172222013,7.933038380658409,5.914281129622777,4.231548332919409,5.336808427666643,7.676373827914427,6.673756047670318,1.611615011000739,0.3763814552126357,4.939612849320844,0.9193943415920482,5.173662414919131,7.667040833345991,3.712521266075706,0.8980034467095289,4.566019724379518,2.708875654835564,5.321117795383373,5.618237317376644,4.081791535535494
(19,),5.225876691952562,7.231724103947664,6.620714926403103,7.583421912939845,3.014414485493868,6.233339826913287,7.927279162020803,2.509428887698447,0.09194872319758739,7.480635205235077,7.70483898334202,7.033866755141601,7.376269715073756,4.6086859052221,2.780835057840437,5.827166123740298,1.497416942567609,1.74630459146377,7.846552953410028,3.283458977431558,0.3658969366235621,6.532067966257986,4.881240311835133,2.200849892482518,2.724884364329097,4.137128903767349,5.425430526197857,2.468536444982071,2.043781687175757,0.9710720425294613,3.568087126852592,5.262577079206557,6.375423370001007,4.67711589571133,1.590136716382515,3.087660430891175,0.1465676245433638,1.314998907003544,6.999194338309923,3.936042908346625,0.9947288573596726,5.440069111847759,2.427746830888436,3.697490549750607,1.728091275309018,7.83888412421808,6.187745203551231,3.021098569730917,4.930463651210552,2.769089302747539
(20,),5.787219948974325,5.891530788227994,1.241988564455228,1.509214856505021,3.567569654607396,5.321241005895558,0.5937648969896571,3.004879628133799,7.222492255613489,6.004518347778388,1.361069922915028,2.524299558632856,4.380439531424539,6.540375066618034,1.517987700265404,4.73287479960624,7.112791257822407,1.554911542488132,2.615109117146764,4.832509244255092,2.684671141778425,3.273802109721061,1.157382966302841,2.773476329817791,7.682066614242528,5.813299302811294,0.5638057928342763,7.38290047859858,1.519739086882727,3.960487418974459,4.48362272886709,4.450658985987975,6.121733215171939,4.577149596749837,6.280347207698765,5.279212328133002,3.356699392673491,7.24340691288286,3.755163637222315,3.500426620347899,6.851975019223266,2.608782023266687,6.688104942895039,1.789993128656185,0.9722361288922725,0.7006343182359202,1.262343951719315,2.819258437376607,4.55787736960108,6.163970776455994
(21,),1.044724290172048,6.631151174701961,3.955292643609722,4.870501963762679,7.361385283158817,0.01665536375328566,0.287847130525998,5.659788500678236,0.2505637793273319,7.448712815240216,1.391351884022747,1.666456571671779,6.979696410707293,7.766703290460849,4.635191254947141,5.351712138931779,6.958515189683241,4.917447579235603,7.623993928871555,7.759439383112867,4.322470886161822,2.86768090850868,6.188135669253859,2.601234501770644,7.054112279838759,5.412556162320021,1.961942446374048,5.768986109952379,4.48625496357443,2.947155074871636,6.685173883534186,5.793704392882496,7.211582913205683,4.195414207700373,7.72383696444622,2.700408033259509,6.890413055952704,0.3923766038725333,5.130917502087296,4.275691128365698,7.381048964212869,2.069286591084735,2.874031573544769,6.269403466104385,6.265690542390316,1.877463019825281,6.513636854024512,4.651971802773533,4.189461016779093,6.953881573015148
(22,),0.3581386853346428,3.673909751904306,4.275515676007918,3.54717817463259,7.014827015241325,3.794955360908085,2.854139050029752,5.70223952386839,4.264651127282953,5.168767579076126,3.284836557233928,0.04000870400794175,6.149435507448636,0.906336935925192,1.328215818003016,0.926384007072252,5.93267835366396,6.432564584890896,1.955936385631384,0.6112277427961652,5.786321997202269,3.617765231926072,7.384499077392985,1.359768843058522,6.483461806957426,2.1405264921225,1.790098730054844,4.215031908109409,7.717034285660846,3.529078069521268,1.925661222877222,2.011598711306967,1.233137486863185,2.824304031665128,2.120422113003058,5.793362413155735,3.084461723794224,2.268116656377483,1.002360705398954,7.528635056462472,1.806796601910812,5.055567099991823,6.301082402366259,3.358478514534726,4.319964073092393,3.94036203516996,1.957921609344776,3.098625247703779,5.457480581244629,6.724765187985956
(23,),2.347060348200847,1.625417534575986,1.06294541657283,7.376064150089036,7.434644262011573,3.2037881884644,1.762934822903659,3.299481257306757,2.413252449328214,2.060416193549287,3.518198103716909,7.05239239355529,1.268710559932217,3.861088928693966,7.201646894129058,4.032247924413229,4.751474416843843,6.172836733147172,2.226167934790669,1.808166749845865,0.2127255838838153,0.960438325468879,2.082775767949941,7.561137658897601,4.68262437889438,7.600686142967744,1.891947959695436,3.348642579333638,2.491225654125092,2.04879807564259,6.9260951208242,4.379017814112468,2.942407627713206,6.426764236203701,3.913525982401539,5.202928056455555,3.701643876455437,7.431045646556328,7.933051076818419,2.271790084297227,4.670146953244251,0.04615998353949878,5.794310525085034,7.980022606562907,7.81933438671957,7.397429672665423,1.447578409153493,3.154420476362812,3.283151183778654,0.4023126015374637
(24,),0.8117434449952392,2.050387254792802,0.2827607816761299,4.179214291868933,1.346082669382191,4.08939917515727,3.119940914878641,6.629251792243358,2.825987850075373,5.450408170820244,7.953375074059321,5.416825988837691,7.117138734837727,7.397242424218935,7.13619336712133,4.711730659476131,3.691182491435194,7.840171692992108,4.682878160933621,4.124174670390953,4.534388762975289,3.786906335568064,5.184354872213477,2.100995415019234,2.945963865140048,7.622553390787775,2.111388464613609,1.222661278307431,2.971092642873243,6.275737442729507,5.188919468355573,2.589062950161995,5.283890382879092,4.107059736922915,4.816028780777064,7.374066423810033,5.213290727968068,7.295599218112318,7.02181205202054,4.979405073996337,0.742176105536714,3.484512879174788,0.7112456266177529,1.643686513699505,4.386340580379234,2.90184556116598,3.041915636818457,0.7812315205684891,5.228779051490505,7.746346971650071
(25,),5.850860199445111,3.346477541309073,5.717733315689392,4.371985886034167,3.372351450423905,7.352717253787361,0.4083114767273259,0.6294231323405984,0.7411581084647656,5.077258597872023,7.620108166377458,6.195064245434064,6.30437627713997,2.208269129968706,2.938356225916056,2.83111993805452,3.745356625484433,5.719164611375538,6.04307191708678,6.605929205454451,1.85417491048493,7.192923067284984,5.077304552569031,7.289147731143457,5.147592814775245,7.651765727164308,3.897695205473838,5.308199324877726,3.753623953439317,0.01869956899728434,7.444212668076924,7.143083700919397,5.703121939012235,7.434922744085725,0.9494539978587913,3.802663378887734,3.908423942093482,1.355350633014681,2.320506394116832,4.5130637087225,5.002393412374598,6.112243112014045,7.992592274755101,2.513656493643107,3.534324129680114,6.435401261029671,4.603317982364227,4.815681383070444,6.495941852934116,6.330749424795756
(26,),3.422807321316386,3.534586252961383,3.354565528684704,6.053508853913862,2.89447459428242,2.92688160742001,0.9958058626560119,3.094249585865522,4.625861099243906,6.636345379277277,7.588694935346022,3.333559534796715,1.646358161703467,3.012885081065993,1.826815959619548,1.402411662242466,1.486517092893365,7.392535606994016,0.3256930444416672,6.587359687373086,7.961099039244481,0.8272431326922094,0.1015248384543359,7.340182420655069,3.25010937451257,6.008123660204589,5.112543442086931,3.546469275507709,6.41113868177813,1.114707556750092,7.342482548911258,7.569965789133931,2.265356275618703,4.481802009578829,1.726476250521564,1.739426132194748,1.980317265558692,6.426598015106385,4.083327268515705,5.92645744147154,5.097194454703392,6.743514633571769,6.985865127899052,2.746844666797039,5.487259887004618,5.483224067766378,3.07352392378314,2.340035110517372,3.047184586243481,2.577294078025627
(27,),2.027123678134273,6.710715824656203,5.682208480839239,3.501815124471609,4.017755549217236,7.508595704274055,7.066936446444341,0.8557982652981561,6.610500402960952,2.537651571748905,0.1569386918323578,4.209905024126504,4.854091166068176,5.56799689623897,0.9271594339645829,0.3103603220429982,6.105097211856303,5.994991655929756,3.539137818395687,3.04109558071217,2.694865981336156,5.941996611895756,6.868488157883968,0.7698108533635885,5.92816003964811,1.251909012044515,7.338238320862867,3.736279997677894,1.213919846455249,6.589347563157507,2.090590609696823,7.129687400070543,1.672735801727582,5.989333706459376,1.991484315253491,0.2906515096226024,6.456506397347038,6.421043544603135,6.693809485883767,6.291427531723929,5.76344173263745,1.542622143419608,4.761328107322667,3.676283266206233,2.919548314758015,3.484027492935191,5.131722544624624,1.632177386861208,2.19135474573545,3.192486889943954
(28,),0.04362212605926255,2.677072570113391,6.878839044235371,1.662580383264682,5.89996126979246,3.681609164514465,5.471571184836812,7.082711721341179,3.331760530049065,6.668719226630481,5.154755218735666,0.6650690752526881,3.713878138783976,5.589590288657262,2.363536447235134,0.5178586842072553,5.560265363755083,5.516817537585357,5.397417830841834,0.7111592658111949,7.547138206089981,4.611168549972514,1.015732694428721,1.599950233531338,2.465325004897916,7.087974579017952,4.842618507976653,7.068617902411672,0.05010504949179537,0.5898363763553308,3.96348921185716,4.629312302704177,5.817150771312071,4.990330653832695,6.424468813897886,7.03125052795122,4.495933798286165,7.851561282553184,0.1077396148517608,2.59677278111947,6.789836311626389,7.834600693925352,4.827187696652193,0.5585392698664433,3.676930098882642,1.502607699473712,1.317115640365711,1.475407981527432,2.635194646631812,4.721947357956361
(29,),5.22074695913946,6.09127685279369,0.2277373528307157,0.238057352418472,0.1848087496781298,4.051295032710346,5.232996221761307,6.234631305641725,2.396855507881982,6.285934777854179,1.125790417378438,1.094957516694449,2.682463456274738,6.233768107824952,3.578553985726698,0.6575897981517068,0.6521344549624897,6.704127932499823,1.057231512510491,2.438340540889732,0.2666618220006732,2.155487520615331,2.605977297083791,1.592682865874483,5.173496319106046,4.725046569846643,3.111512576710175,1.63741834044849,2.160944931602854,7.237692036838747,5.375639929892074,3.055634682306926,0.9316355724775067,2.983172054724939,1.827248141742708,1.894465341912146,2.564069364932912,3.722909612229507,4.226248920345506,5.29343290721008,7.280669905410497,1.533318956245224,4.688901489830401,7.847925157467764,5.623250687375811,1.970623751433497,2.628270710467968,7.356345517148556,3.048865660942599,1.144695821234887
(30,),2.84309086414379,1.285621300805724,6.111166218057164,1.83658277213059,5.77705236434387,5.860688529065631,0.1768193431035364,4.517033840308681,4.96011862087213,0.4794828117384417,2.858389331611283,5.332461845888814,3.758874432339308,3.78019166237171,7.285451483661447,4.188545885658469,6.466915554761846,4.306711938078883,4.781512975674344,7.14559634925399,5.419882008773485,0.4321009488809505,1.49913600047451,0.4814495724704407,0.6791363675562171,0.5061004350128115,0.6288841295530093,7.037118766531352,4.350174762001863,2.447178602403548,5.567328947270889,2.402505153307584,6.126578463993571,0.6973719492142173,5.557256022400504,0.62436809224709,2.836667039978646,5.062228234705515,4.338974376286403,4.229700807945236,0.6467205009473767,0.7032627878901766,7.349907702024287,5.375704824047323,1.516042421103022,0.8639257786733637,7.969142995457898,6.735479725561804,1.730909730867662,1.60251812522997
(31,),6.538884185396076,4.892239410234485,2.478944590955209,6.728457177582496,3.461229873588956,6.910204837318738,0.3330752727415148,3.45115752021675,3.249440780806122,2.359000668472229,5.051198775582337,0.3680280838516685,3.072289594890858,4.04997000154275,5.770374175342498,7.217461904347755,1.055961724779572,2.193599623050783,0.2003183735950706,2.254639737689763,7.392779288950495,7.974628122082601,6.619572319830469,4.336693775495915,6.867333476520308,7.192655653782832,3.501472248591242,1.351947331427308,5.947979039577244,3.916608901038557,7.897631067553054,0.7130955427506996,2.522537650371706,3.068981680303582,2.092928446693419,1.538926241344373,4.519187992802419,1.209069408418021,0.2793325892795609,5.721261202768032,6.994162270883209,3.017324896346827,2.354849113912767,5.348571886734182,5.247966127074193,1.568933410658043,5.769116328357528,7.856050982710507,4.886465416666872,1.003229764130127
(32,),7.200592209256539,6.39428328361909,5.17794266266099,5.155580955754939,4.095076715307357,3.839917264703752,7.35512115826834,6.788218591559469,0.0882429608521846,5.852653048793182,5.313889600337792,4.810299705230899,2.920294753304289,1.170932194283389,3.873952877786647,1.875644338700079,2.418661889826237,4.134838105302579,4.812915050833172,7.247182969108516,6.948633451661602,5.461606507087985,0.1239030796170659,6.236598211406961,7.059034110974856,7.130761617147148,2.067821049560959,4.399441299989791,3.944128685857505,1.675341973835175,6.545856380950053,6.461905737545115,2.627483457040066,1.839044670489146,7.788367336900837,3.388196556870818,4.127783900282441,5.046575472623267,7.147785912562822,6.259584802459556,3.452577781919405,2.758265443003775,6.323527224313012,0.4763995196329554,0.7041498268001042,3.359051933300777,7.391220099862531,5.905633178609075,6.853040669901278,1.296902617218604
(33,),5.592311293283062,1.03000673862246,4.786820106603798,0.7365398359089091,5.195915927227812,4.019837900292976,5.783811465493426,6.500823547722838,2.058784830493981,1.038003768852094,5.669981588692036,6.376813004939848,4.073944832644091,1.687963770167859,4.163077664639643,3.113612829855566,2.031022298836938,7.819488879624351,0.1596747339813885,2.84957236105742,0.9113619204032437,5.365218736833104,5.801101835457886,5.34988170381046,3.265528419452433,5.272172629312512,6.504317036946248,7.523354981735494,5.975261752109693,5.548793105525808,1.438688116571162,1.326814298813264,4.312690664134911,1.970868420252758,2.076206698274561,4.513472629203154,4.007981669493294,0.8271871862588756,3.027162332695069,6.634411240805498,6.608373865151653,2.075207584171199,5.135253697140872,1.936390771991035,3.247012513801354,7.20810961329428,6.068082795961792,0.8026635586180004,0.4637605018284804,4.422344776861205
