index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
(11,),0.198678158494306,0.2648671863065155,0.9621039946540231,0.6771986919210081,0.03796427044095455,0.5639838554640066,0.5130034480366101,0.9044524743234696,0.3030202617915175,0.02532088378724189,30.01296023434103,0.5030391295500685,0.8532740155573205,0.4871482336810202,0.4677705151566999,0.7565800390237218,0.005091725161564432,0.9486505185505367,0.2726121874634611,0.1454852009646735,0.2013186400934278,0.5113297333366325,0.1382640812344653,0.6034614387205153,0.1065864262296836,0.8259554699257988,0.8093566091408553,0.09914790346826745,0.9724869531731714,0.4441720126413901,0.0009485327367677179,0.7089275766509033,0.02553146852734283,0.196078714305567,0.1837437296653837,0.6196223553388102,0.3050776699415081,0.8046267771860985,0.5608569231030952,0.1970568929546787,0.5753308729027077,0.3609621643255608,0.8990579653236096,0.7903442379539032,0.603003722978354,0.06445089416083992,0.5054704537883662,0.7781087188305376,0.9405026128732006,0.003872673470295882,0.2818352205644251,0.7181762357720016,0.1533326392202579,0.6940594590186405,0.741870627404569,0.7112931979331568,0.1939423511825461,0.8560858990894175,0.1690267833402762,0.08124327013667205
(12,),0.7274990316694426,0.4010180538693353,0.4599863254678049,0.9043629278074781,0.6116827444849582,0.5026618297371908,0.9313234763831305,0.2374415338431864,0.02608347105739312,0.04595349056319567,0.05631592299248661,30.41039395541007,0.1557258773158219,0.01129896346525049,0.7434830744398966,0.5556636993890625,0.4044674462586278,0.98907852950408,0.351316492543562,0.9528319414933825,0.4374614343887626,0.3861367345993115,0.3584634058943762,0.7303752438723472,0.5201532775305674,0.1489732287509338,0.6619025855046844,0.9351285669387016,0.7461410814479094,0.3915137007718251,0.2158285491193196,0.2823066989199371,0.8484790344975721,0.6993478605901196,0.8000368966811023,0.2424277483793602,0.3266320449918597,0.4715814874904785,0.5360626136314651,0.6592841095520231,0.1972316380729716,0.09481205774340165,0.9562422294978387,0.9615274662579704,0.04944225899189716,0.9832734926063305,0.9084466128833578,0.07116523563994412,0.1749261461405993,0.825224702041953,0.4668924011669601,0.8205196372593414,0.1352626109390372,0.8091356957310695,0.02791981395889376,0.1367428501485997,0.3747236156258882,0.881943557848435,0.9101589813140261,0.9874534834146993
(13,),0.3290696293323231,0.8253020181380856,0.3646795174312226,0.5737554905351869,0.1600248455720989,0.4307916177017446,0.09282915703730692,0.1155053336810614,0.07695279828557039,0.2577919380047402,0.3398633034144034,0.9737946803669768,30.87241934184137,0.884709873985952,0.3398838738522075,0.9302285612722226,0.4004178441264573,0.2168384912831594,0.6706517696107028,0.8670389333199396,0.7701369681588729,0.1731804709055211,0.09410992193875042,0.7801761381850884,0.08697156371874995,0.3182925026923535,0.3437090422509598,0.6223908417180387,0.04456253574499369,0.754107738146869,0.8202187503411031,0.5053928842525743,0.4069885652323599,0.8403840473499907,0.8040383926717299,0.5645438320929483,0.7727179683186525,0.5552987040187126,0.02887823871541554,0.5870325452267879,0.4883405883404039,0.6393439866551935,0.9011408680749932,0.1435976947973964,0.01957479717092336,0.1686736911179777,0.8651968050844949,0.619191901745977,0.8117694843847446,0.4492695951529093,0.1536557731359687,0.5651581901040528,0.3731563612639881,0.7954278789776881,0.09572289809569309,0.791759832063411,0.3598356615154706,0.9923756049375256,0.2727837784671458,0.6248947760990121
(14,),0.5483642384786163,0.5683882854632242,0.8603037460499164,0.2586400652797736,0.4429595608133194,0.2550328905039145,0.393079855682407,0.4506211016509954,0.7070100967453683,0.8836727729255817,0.9126839382670476,0.1496349288364612,0.2445515151154335,31.38212869972375,0.9205769972943221,0.1049412828841752,0.7414223668496597,0.0838481340746662,0.7513203072264812,0.01361177635397695,0.6034132096040918,0.3520383097857018,0.5703938039081277,0.2956359425105377,0.03589298879294222,0.2019913719349126,0.7473966650825573,0.3486112909984734,0.6122779796891935,0.8839151221449105,0.5851092647127641,0.9414633422872147,0.8711992582613615,0.387198078100183,0.08554431262021515,0.3603520268860417,0.3842656520496651,0.9715516400005205,0.176558746140277,0.5787672634951538,0.4815814518536674,0.7351034994218325,0.3574564169390252,0.7371878989791845,0.8451277835064709,0.3550972949925172,0.8029038847952414,0.7837094139316327,0.1439837552629153,0.5834927882740747,0.9088112222581605,0.4606693778615134,0.1606619938565304,0.7587951591839617,0.596968819934161,0.8062926770130066,0.3840446309014087,0.9008463847630014,0.80552824339351,0.4130456278390433
(15,),0.2209037295342287,0.5458414951829426,0.3621145918763114,0.2512705523670985,0.08269856446434705,0.8972192050306,0.03527442529208102,0.8755590476365266,0.7883099806096799,0.4201371775504471,0.1451717498475555,0.9511568104787208,0.9925836479807848,0.737090553426585,31.15132805775427,0.668384619945857,0.1955312471173534,0.07112510276784685,0.2181881457462563,0.5231687302824654,0.8904335814186605,0.7603767173907015,0.08683434384732057,0.9283445008774559,0.9384746201292566,0.831169217040443,0.6911286607308419,0.8571959332349806,0.03456981102288198,0.3072697955856703,0.1431000813318902,0.9464092812700806,0.5729474487068167,0.8279181531083322,0.9745131708561067,0.9761744314031908,0.404892484600177,0.5543692313441108,0.2911761363328868,0.4041945412952132,0.0294226266034767,0.5001725875869485,0.4721567857525314,0.7265632506075251,0.003932937214904692,0.1190778397441603,0.9154118247542264,0.3357822685065588,0.2903612407251566,0.292662584742113,0.401765091724412,0.8384226631142285,0.8208483044165534,0.3389195001930753,0.3998640079523806,0.3998340247396565,0.5002448232292468,0.8720225276971315,0.7281842938292273,0.7524573559560488
(16,),0.2056146508734365,0.4922452235327807,0.2426255150152177,0.5168707689364581,0.5130849816060267,0.9888417892324244,0.4584846040656467,0.8449088722325566,0.8415190199857034,0.2646708424991294,0.6175658635268675,0.6813822325527932,0.7132939619450346,0.8005186824672277,0.006489894271598887,28.59540667516401,0.7815517651039311,0.2525861578393285,0.3274792048296108,0.8809473564494797,0.7400670162868074,0.8301848434841385,0.1726414152717476,0.6834592867115203,0.6144216477363723,0.3070519885568544,0.8203630228217778,0.1133590020976278,0.7851851653799946,0.4239292456083801,0.3942419015214197,0.5291827647510896,0.1405144372717911,0.6752389219958905,0.3679429261273248,0.187759755301577,0.4659364879121586,0.007745811103647675,0.4068106325329572,0.5058053484788014,0.7381099767944526,0.2973610510248299,0.1889567067718548,0.5959647528816756,0.5300315506774873,0.04120797208658551,0.6778797049395383,0.4321648717393279,0.6262911038278313,0.9818645356166822,0.3388498154386942,0.4427961237712783,0.5190345194888993,0.1480737481885337,0.4365337891954305,0.0939247655840818,0.4835809504069506,0.1940192317894647,0.8743788564554474,0.3418596405678356
(17,),0.4082270496059056,0.9806387372891919,0.3609085446876564,0.6160405449729077,0.4214285181096014,0.7662246003886473,0.9300816489319437,0.5626864863325665,0.9572237826780199,0.9015320072002211,0.5282388518899884,0.92068290411942,0.1825340172153108,0.254643122634354,0.2247723713497657,0.1789299980240747,35.2477330285717,0.5593387301058478,0.973630795870331,0.1706878678340195,0.4818840516514135,0.7773216831403292,0.9538532011483938,0.3305816042356512,0.9654955017413934,0.7082539653667319,0.5427904926905691,0.8273463206685808,0.6100023002918527,0.8414782999826455,0.01967294151677253,0.9658156106625043,0.662108457848267,0.2765361316089564,0.7910531015328995,0.8584649696366973,0.8198550875981506,0.2413303864137244,0.7038397131762889,0.2512070421389015,0.07434224353504575,0.8982834917422053,0.1421503900609622,0.4151741505202338,0.9441813213183619,0.9144431098592675,0.07382354665944957,0.9888512077466032,0.3743478515652953,0.7167940046056603,0.5597203708299532,0.4936582692777172,0.7462224922875088,0.9557971704830288,0.2466322269512192,0.8029383109797209,0.6144799974380716,0.8146330938491188,0.5398058204933045,0.3941125160784794
(18,),0.7407678081876593,0.1787912374189303,0.395316585257853,0.9514655305620466,0.03254174750077053,0.8121184832036888,0.0710782470582319,0.6766673659162332,0.7276673270137345,0.1257314689184595,0.3699901269015596,0.5473144192063674,0.2655607806351694,0.2489286542029037,0.7076793134391773,0.1927737486302262,0.8437848373648144,30.96242239387749,0.6020276897420228,0.9960254999621224,0.05773204261981928,0.6251046254403253,0.3937716511572781,0.7942331971065444,0.4050445298452247,0.04969969862802263,0.1218623266308508,0.3500839885190025,0.9415353245109347,0.5042301219862312,0.1801489728864171,0.4079178109572508,0.9767528358950825,0.3278662123190305,0.9440678758332111,0.8444081263125754,0.5302701425237167,0.7425637062371943,0.3180281074530135,0.1314526943249753,0.5528440445028787,0.9298771981700288,0.6726886692729503,0.9662489667080207,0.8185723769819023,0.1635996923042792,0.8542672315691968,0.6287611283766505,0.9042863298764074,0.06515947451559312,0.3519218267036212,0.8632788773989108,0.1328017733965422,0.6438089069238677,0.50155128531984,0.4869844187392903,0.745900244995192,0.5065462030006143,0.1218839296913584,0.908434953121671
(19,),0.0633818262075407,0.4389018629523845,0.8044421581759603,0.2412305326113329,0.7363068365722746,0.9406730933137326,0.7248650986903254,0.8494379040891259,0.2929706927086824,0.381003264057188,0.9106385368324763,0.5172977607363273,0.05862689474043308,0.2755075562904716,0.7118352476786216,0.07545818252127962,0.9254501265826985,0.7190041453763136,27.44529848894765,0.2807426917538026,0.6825148998470976,0.6665706612353898,0.5555778967325221,0.347471271062308,0.806146864631602,0.6693076898485066,0.2061349254293849,0.7449950109869354,0.4652505626800332,0.6366580398051742,0.04667993208046497,0.2401226132597042,0.2234655637248149,0.9442250259384436,0.2883417812268138,0.3698387981341582,0.3987005106983446,0.08306320623658107,0.2814876816118821,0.6979734783384208,0.6459036522302015,0.1009588063918246,0.4270046503334093,0.0965830291436818,0.1791259670764686,0.7973879704900897,0.7162428775038268,0.5200221271865818,0.5591987698079525,0.3813495248068403,0.6343529693604629,0.06271852834550783,0.1971263221379108,0.3457070204180942,0.4990461148138182,0.3631210206407423,0.7407523679516772,0.008199000176946039,0.8137144112656103,0.04448253346644834
(20,),0.1740265892125598,0.3507531143082822,0.1199549029007329,0.4948486270951765,0.2213998133404797,0.1441026177175651,0.9808826649626079,0.1376556017323438,0.9924415791195602,0.01293505578254329,0.8734591944470754,0.2692388482739215,0.8648658488229256,0.7791518719729916,0.7211500048341563,0.8278976721280671,0.8504845980793324,0.9187215965924704,0.207278602548563,32.2355185107542,0.602199482313421,0.7662551921633511,0.6864307267290285,0.4602771812427983,0.8876181901062435,0.2342749072379424,0.2442515105318672,0.08854612115890334,0.6304832828051474,0.4776923425208227,0.7355604426055167,0.864732449343545,0.7710729232966975,0.4820307656575641,0.8836718699456673,0.6036369910215313,0.8968199859703214,0.3513050931302132,0.7129589286620371,0.8768313855666126,0.9860394084214149,0.7945368505858225,0.9756465597576207,0.9339388049406456,0.1037800358225946,0.253975104798885,0.8643686183925412,0.8553514753180748,0.435858437084564,0.2503655224533726,0.6565538419406141,0.1703979961099087,0.9499599268337775,0.7261973459837132,0.105759524670653,0.0144478540803831,0.07294274526252961,0.1289012598498166,0.7318238030976871,0.01677481946899002
(21,),0.5161842232323113,0.9610524502709481,0.3897328762955265,0.334982444526286,0.3114595269181005,0.8265724026639146,0.206480634339494,0.138000758829993,0.006999381254089984,0.6058074195876368,0.5343992701650228,0.8176595821161718,0.1417123754697786,0.8544559924224929,0.01893873083103893,0.5048797806320272,0.6188805574753781,0.9867639727292932,0.2127485353598293,0.9344975009663534,28.9905817918932,0.1286648855597339,0.1746018234468657,0.4014388804331723,0.08793410634539141,0.4329837205825081,0.2002892724784099,0.8515266250842235,0.7159986136576907,0.6954910291846562,0.7167955917115771,0.7035867511135931,0.7201164602271415,0.03182864882172938,0.02047125775926031,0.6636288545284591,0.9705204276548572,0.6747308491988794,0.4666734008678521,0.6761169611335895,0.9322752048574963,0.7471389564880064,0.5684664443777482,0.1613889082488519,0.358536813955214,0.1308453066989514,0.1390733133099462,0.2970968579535966,0.8493600744441031,0.8499678417962664,0.06440688922069397,0.1272720422293514,0.3602192802034173,0.532250368855634,0.6608687892150267,0.225113041245628,0.5413502627439921,0.4510557056893251,0.5163899925944546,0.5245562439437393
(22,),0.5654026106726052,0.01561190970140022,0.1555489563846965,0.3860037534353239,0.8660125714692972,0.5686662904416729,0.4340470619144094,0.7617469016158098,0.2070359469073739,0.7627881771770986,0.5314382497391873,0.1747046183932538,0.9454874312392728,0.2411687082764695,0.7029987849005812,0.1362208333159745,0.9128164206715951,0.9315292030823278,0.1662686745429572,0.02047022823070339,0.3261086013171516,31.85304197219017,0.3251740396227663,0.5412343386087576,0.4743530651536538,0.5877897881285249,0.9026453294019982,0.1115329039576055,0.4745011324036546,0.03394353068911649,0.2268829933784078,0.4671688728680824,0.5526333053367918,0.8349471157840396,0.3967360158529639,0.9105397639512093,0.9997443539736072,0.6469160733164042,0.3589473953824275,0.06199761743883199,0.8051172141577794,0.9683239459713131,0.6152639214939235,0.9174422559953158,0.3076535760215484,0.7848326096718694,0.6068115748066804,0.6629188106376361,0.929817016289391,0.2961120024220555,0.2990939994891599,0.1543152470876448,0.7667613001415733,0.3919475196898167,0.744508699353392,0.6776544671655275,0.744574205812885,0.8731414616636544,0.8873394299823155,0.6896491456586771
(23,),0.2968593931253043,0.6647339282235614,0.2603343111314747,0.571066717629129,0.7832839615140572,0.3611335541139559,0.9669956694631069,0.09432097959106216,0.9152795805673191,0.5414436634172881,0.5954086685240817,0.2694518531500378,0.291067510192572,0.9882311034426053,0.2338214160772588,0.05253312304580046,0.2236127362428657,0.6490032411733624,0.1363685154993147,0.2906996169215743,0.004323576496769534,0.0676923895740418,29.05383244554816,0.5890265842559044,0.1308727926164786,0.5863839894798235,0.6795739455817397,0.3378419070919791,0.2218505025421713,0.1867188031052402,0.3794309747430691,0.1807732155632269,0.5351117383523513,0.2460873315507964,0.5217508063294319,0.03358780189009687,0.05188125132449792,0.6697951696601343,0.3502271313482094,0.630123791031274,0.1393826744333033,0.9244865870914447,0.7848023234195428,0.6443008420277181,0.748217697063121,0.2136533012845733,0.7725523419978665,0.2882764736836378,0.8974616852887154,0.6503594445457962,0.3609878755249961,0.776471064678422,0.3415305945662175,0.1837105049890644,0.1783974958256646,0.6563230403464259,0.5349565050814279,0.8705132941632143,0.4265190007390604,0.4868420164292235
(24,),0.7221158311544621,0.3448459653056221,0.2716654295606635,0.2311768755866102,0.9938636814702783,0.2984964678095915,0.1193326122967302,0.8972763428145135,0.8594070235964341,0.5369791151504036,0.7009725664017877,0.9944067132735509,0.5277769837461015,0.443558181121816,0.509124630281742,0.3219867343846207,0.1296022139689379,0.1119058438172276,0.7002833375137908,0.756855513270841,0.4135564077060507,0.3070681410472709,0.9912929536269663,30.43038061574266,0.6536890380503709,0.1352898934585513,0.9415939627349688,0.6774161544692131,0.5710063967457426,0.6502049490041628,0.8607072437725993,0.5675780779806043,0.7151187351814244,0.01660224132033967,0.2162224831857894,0.5195567877516438,0.1529061634787097,0.03065603370300999,0.001527924643026558,0.6736254929175783,0.8991690144155944,0.7703110832527332,0.9597270617975531,0.356595277157976,0.8174910015550468,0.8153643232456401,0.2315117483157806,0.4245861835384767,0.7291849882841317,0.04306105091399236,0.3148854740464593,0.1263549728205689,0.8306596714551132,0.9350997066403711,0.05974448669452368,0.2442124172629198,0.158881061168423,0.8850276279058815,0.4282392556584516,0.823023066309277
(25,),0.4110358966146072,0.898221833376298,0.3620162025132004,0.1381464111462019,0.3148553544972147,0.03403702046898353,0.6545241804313083,0.7257835906848221,0.005632890962941873,0.3307281508702628,0.1664072335677124,0.6290959211347119,0.7943181112301075,0.7753067140203296,0.1122087242117665,0.08262643368973423,0.01928692360132922,0.5272142348554332,0.4204414564966099,0.3656899283243571,0.269848306467345,0.01062984841520434,0.6085771790114597,0.8007455426451708,29.76153385450369,0.8502486526444167,0.07398319312074737,0.7251348817127448,0.2222574981967922,0.2893863647767733,0.8377765403749228,0.4239775968152758,0.712075216772484,0.3747822945681539,0.7343057600160742,0.5607473805086166,0.8643151535893767,0.4916404867898644,0.6354566902076347,0.9325400629715364,0.8687831988134289,0.1457275501341818,0.2949098882544356,0.1346449829848545,0.3368564389792859,0.02126597595373399,0.9450458303329576,0.2932093588171015,0.05741264537161661,0.8123890256687945,0.6276239262770947,0.2277588058985883,0.7534288921901486,0.6399838955267245,0.5215148607384611,0.6650037305410156,0.2186366621710359,0.9430666599014177,0.5732267048127714,0.2184517662689723
