index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
(11,),5.92131247582467,1.806125987612452,0.08284742239587198,4.656858723812123,6.60237151623515,5.439896331169642,7.042849580368024,4.530907643351837,7.713780141222601,4.51710451115095,0.1282035933110214,6.121603409115529,6.632788353970136,5.297233578608104,4.83413719728048,6.734225724828494,2.114206786345437,6.969642866943059,5.491136858344128,0.126934595379345,4.131962011468265,1.082115694077475,1.240400837851189,4.688389766433869,4.219282009103536,6.385561306515687,2.627646218929484,1.024422139813057,2.857824900182659,5.302250630478773,0.02043013792321373,0.07607551277760001,0.2738862346984937,3.672201501014197,7.872876262846549,3.211113031308162,4.647563974602211,7.822617076241552,4.007223764181934,4.453510011047769,2.309245525973565,4.292153039565323,2.342942538248535,4.347700438019545,6.373203675375237,7.553544025609514,4.015328739308297,5.297108048649396,7.63488931224469,4.713394020408749
(12,),6.154638601355515,6.261364633473042,3.997476392736949,2.086654287374568,4.873036970760307,7.325460723991347,5.847205989009829,6.453387453336551,7.619657839533545,7.304109632451788,4.24102850777054,1.682007739021538,3.298664929348901,6.945302522615226,5.569576474920206,6.136304996513501,1.501102564603891,7.307835922191941,6.619690082866417,5.026169682240786,1.701155810618859,0.2276827287703196,4.956919788424859,5.278827991166997,6.58782340034,5.112243721499494,4.739804126464334,0.485027209392804,4.274736961978821,4.236075519778753,7.371217766770418,7.532641136552943,2.384130051373969,4.939923217029992,5.386930378738166,1.210730065602776,3.052907570800381,7.88487352967587,2.37944288530248,6.283073795811964,6.600517794399277,4.895838776113885,5.822485908677272,2.925317571375837,7.078404188220238,2.378662826911201,2.485499975361316,6.109810918971708,4.114959014853537,1.893308140761495
(13,),1.649681031806323,7.327604801727035,4.029074752322613,2.852351486595997,4.187445268080354,0.4515216761516653,1.698157718249653,2.308540976187711,5.815385350359585,7.651480062876584,4.095845160829386,2.276959759341215,3.398604716920884,6.760739849333506,7.148224325176609,6.697978015750624,7.356216749434394,7.803065698294144,0.007175863172340884,6.499737638599498,3.880004254060604,7.113825546268991,6.065176086202597,2.81145336223792,2.259499584967172,4.842922496404606,0.5448770815600856,3.74681373449824,4.453600398907276,2.134893541111398,2.04321825867683,1.903964512074488,3.261459726513998,6.695026539782257,4.65914138973063,7.00572340668293,5.29446741390334,7.671850012330274,5.2649895070922,6.475892719388749,5.570607142382124,1.931639950904853,6.041968128929001,3.554911705767335,3.477422483319627,3.9807845709862,3.684247083855661,6.618505937434555,6.151018839047055,1.787958905958096
(14,),3.155567573968013,2.399817893529788,2.227139251729961,6.886279367428602,5.787934786913438,3.918262748667153,0.01896061631568204,3.575186482528298,5.719256158699138,3.924078207581236,7.095506253178089,6.484746275671895,4.509398257715999,7.526627115497978,6.611208881183767,4.665448067907874,5.230086461596895,4.560073311420508,5.726605248436174,1.741151029455339,3.290331030253057,4.407919561951563,4.085354436136784,6.795967762570502,5.035983174934954,4.220854293850262,5.886997663296877,1.453582360755922,4.624124679092414,0.1967963553456365,0.3332248684322823,7.917092549404734,6.688622824306239,7.90160587815399,5.97923724995771,0.9796717515387607,3.068116428666047,7.776853942352626,3.942778493904278,3.510974157683527,4.504435809590265,5.416870215116026,3.266560859880217,1.7374486122896,2.701997339013843,5.932210460876849,7.664987244293655,7.705461414097075,4.197491320536527,1.127962832296063
(15,),4.229224099690618,0.9846506211752756,6.337303276494978,1.259088060047427,4.771905975336,2.979920085816062,5.202470181063555,4.056944917446422,5.994851221980542,4.991289089266001,4.840247930349348,2.218872032003403,1.865896991811551,4.800392090899819,5.955916392301438,4.999305840860412,4.907464439268467,3.0496149955138,4.665583225902651,3.243529536850642,1.670236095156034,5.347775618673264,7.506777449176812,1.428126913258026,4.150187267380252,1.771479014591629,7.521207852963935,2.589668148030797,0.5942864106289372,0.9437756981544163,5.842150556500838,7.651292649273997,1.080517702540405,3.792791286661571,2.532857049873126,5.467747717438578,2.726597234837742,0.06496618501595451,4.248566959964106,5.307834106746444,5.223989145972248,5.180580032323975,7.215015297167183,5.896429242753186,0.8040044868558238,6.627907630693204,2.811172170399626,3.491196634687034,1.453608409063078,0.645884969933348
(16,),7.192908031150985,1.069265582443654,0.8111873797167481,3.51980273734975,7.002872820694474,6.916786312719465,2.479646057127931,1.145594585424632,6.731311972182549,0.9530327417695074,1.927055810562624,7.630715223765331,2.713821638307797,0.4441507807209595,1.538741697223235,3.697383302077921,1.46154060915,7.888929823568498,2.041547282790021,4.559361175904992,1.961337776174666,7.693088461311134,3.236433820335895,2.858681306228257,4.657037764088128,0.9679378135746123,5.245603406057033,2.264381292225545,7.81925306466981,6.55805997918981,0.223049554245788,4.261122690406859,2.481977044606887,6.489059237792186,4.801575408433496,7.386451484401485,1.304100345692676,2.708656682350461,6.994585294435835,7.50738719091617,6.98177170977725,5.996177248672248,3.449853564373425,4.288960684730318,5.55522226616232,7.418414841997493,7.445335883951452,3.289845122498251,1.823717400507016,6.706114809057118
(17,),6.017884629201713,3.277306899358109,0.2899176373903395,3.433384357284496,0.9240716083143359,6.349633417175706,2.43961115014052,6.928442827559412,5.799658279982199,0.3590526434365885,5.921973179758501,7.248121388551568,6.968789591180407,6.491714084428033,5.094154775970323,4.254019645638445,6.083250060169095,5.022089410470054,1.076816754653319,3.926989403799338,0.3168798273424202,6.239969942894684,7.979093534201338,4.277882100583461,6.603936904589156,3.411878000974178,4.397274995309476,6.739846497523798,1.24587786257475,1.792339595712911,2.210062944056747,4.223183802215334,7.387440034158471,1.622596545166486,6.457410355503272,3.588892720145296,5.771557962100911,2.310180974204903,0.5180102309454772,3.250034992276854,1.871498226220673,0.6402729127186514,4.691754632300359,4.728647443840097,1.924746366110342,0.2318953718907215,7.555102250979896,0.5779907493108839,0.1310916726451485,4.289299151579724
(18,),5.091975292713117,1.533575865225451,7.163436721830927,4.444076833491977,4.359115474015787,1.771798502747147,4.272197140383346,2.227600997595074,7.457878651396743,0.2697057925205235,1.043050038858295,1.273292390431116,6.749602488238143,7.064238863123669,1.945431032214906,7.877466836531636,6.688959827156517,2.247471608432867,3.544954265858361,1.035266494371918,7.08285090867792,2.268522416389232,3.011016058608149,3.643857956652634,6.648785805505846,0.9072150115546787,2.396578786375576,5.933466787942178,7.555632044001174,7.765251486631267,3.715573922730176,1.80631764349453,2.027412825523245,7.785361098448957,3.273057602311845,2.437017727971118,4.729605003832424,6.870956372050469,6.020633610280134,7.614339090476788,2.884749483889419,4.983517139800527,2.09438748741962,0.03915750423468581,6.878434861381857,5.513135490524624,0.05192102651399427,3.001601707852422,5.572179423705863,6.222647911233736
(19,),4.8118680306151,4.597748426352046,3.24485142276262,5.314234563818749,3.265199096782304,3.708218017173877,5.77402804654392,6.583650102884822,1.282676011593739,5.333705106512398,6.4918355283947,7.40639784905976,5.045989203240557,7.693040347696329,7.732370746404341,3.460250794789747,7.589267990674181,4.094455065171352,1.003933027150318,4.727473736949471,0.2781114955790358,6.174349383404194,4.834418902732406,4.071189909899768,0.9323416412229921,3.646910782431198,4.071525879612227,4.109357564584283,6.045479691986584,7.493716723301425,0.08483336016693532,5.797149187289351,3.332900877303868,5.911815254427113,4.199190044765038,0.1492994953503819,0.8895420845175386,5.034714313068773,7.808261933415953,7.531750018009219,1.565599874058606,1.928362796783785,1.211937990890624,6.14472224835755,7.989074484242964,2.097095506599338,3.620468609329262,3.926141131641029,4.12935467697255,0.07609034720814684
(20,),1.305154683302311,1.274820684374146,4.861548303001743,6.419291975495984,5.020148801460031,6.640506618310819,4.562764714495677,5.047609176770862,0.9225896490365362,1.000559727898867,7.224633284406505,4.630325894202302,6.236847820081529,7.88626630281341,3.014229603077958,5.835174770078051,7.263155551992869,3.838743584829462,6.146415853243441,7.187681911916676,4.978551540619287,3.395316556823015,4.75785583861106,4.272946852508076,5.236178966751005,1.899449259270275,0.1086819533252199,1.566537902149167,5.982259930878361,0.4057510297895385,3.625850634214292,3.328636785208912,7.262008533281043,5.384902507882295,0.3515318496157425,2.406004621703144,1.435789483349273,4.411488796693273,3.019362846881263,3.979418730570603,6.803171039926152,1.407928451818171,2.708397195216936,7.159581687242145,5.281150569119906,2.9833525645896,4.634057181656926,7.414937506066728,7.014147448666421,4.449707639350696
(21,),0.48998721909237,5.828973325919638,7.941671441364998,6.941957482926753,6.470657384615627,4.295260926497575,5.518439307276422,6.29294782318249,0.4245309750921514,7.298671462307907,2.244745299927419,1.038577885907264,1.602025320545099,4.147644940682534,5.621510901246441,7.488537720620589,2.041886327265693,6.994205783598745,4.292608279147569,4.754385426425427,4.059460457256665,1.202375784193848,3.028744522465987,5.488024420853182,7.334982499689131,5.327286865354002,4.642877130149365,6.796177566179868,2.264418045236663,1.732940209412033,7.373026644011341,2.315069711770563,6.753324203950234,0.4492652032243578,7.67506503258509,3.405835674540789,7.189666645430755,7.505364421018031,0.1997625859700957,2.95143341341001,0.3180946229433153,1.653789692599027,6.994361170569504,6.512560628157144,5.919704051323537,5.022538243167234,4.867792027073206,6.443631650720634,3.960377770972737,3.351851905130999
(22,),7.192384158678458,0.2824953994633207,0.0291737146250385,2.378062461636214,0.5956939339627295,2.772701750385198,7.93484463648195,4.428729197045159,1.510120778964936,0.6236008602230517,2.345530515486536,5.092100404965989,6.221160182990984,4.788855529994271,7.274027913070088,0.2106823211802919,7.5160021068025,1.674588908211849,2.349526482616032,2.415838353269118,2.335378936787353,0.8256572474575913,6.783505531891068,0.08660655188183372,2.132936859639335,6.2007894338024,6.916389306023424,1.308590632978309,6.316977453933754,3.421550706449765,6.618061201487145,6.704189502926535,4.191436127911806,7.210313690324978,7.814818935744703,1.486093646900017,7.7522190436679,5.420715694734964,4.637204274016511,6.037024917481241,7.766371613062943,3.932956545280407,7.744205613731054,2.408451690540399,4.605298361289268,5.584481449588664,6.439257089976539,5.711351938035742,4.442879097932996,2.573209054644909
(23,),3.829500654519447,6.384021625513114,1.708308990838177,5.242551790889908,7.601421337434584,3.791103230297674,5.416557086005052,6.662390557892574,6.909456795647832,6.566659054164756,6.533599763767999,6.457174068928496,7.968338089995464,2.670881403281257,0.9440040967743386,3.540572630060386,1.988175034713011,5.635521882946982,0.2420099821937596,4.353341832456889,1.467263512722978,5.555587031982349,7.371313378332681,5.665595036754242,1.067169118266938,3.215657389181855,0.7034016271638007,7.849161382516844,6.957949991483974,3.846414947735222,4.781541956513755,5.757407702618445,3.548990044321724,2.570181607233205,7.43407452443439,4.196474336300249,2.896026461699024,6.902285212589943,7.73222140613497,6.840448960807776,1.458098916667279,0.2996718514824063,0.2079544603738017,7.775070602060169,6.24492659250541,2.722729074963708,0.4332752996153479,1.057088183523412,3.621876337017613,7.685256840019268
(24,),1.505730983053944,6.841661783364358,0.3192717518590048,1.235955267104608,2.731012742196396,3.640976307879993,4.323991104235783,3.005048972159619,2.007503096639967,6.61243325764594,1.42868842708067,1.440939259022056,6.005221356892485,1.580157173725058,5.928988917305733,5.994385708637879,4.886550968473324,5.620765112387232,0.6763375123663473,1.889484190740251,3.611373442904269,3.086407203740934,2.795359117048581,5.215066044676917,5.950762217599106,5.509242014276117,2.294485022946687,3.621251210380982,0.09764342308567207,7.143945693354829,5.681447697442898,6.455553653888801,3.670815127795812,6.626488244293188,2.063443964217049,5.044963214528097,5.030267798293763,6.103122831862626,3.371212458752828,5.43039351147106,2.41430776988083,2.764249329310199,7.505041680484951,7.900738359450129,5.50773093699905,0.2467870626664103,1.433768940335227,2.735889315703237,1.042801517538521,7.314008480531343
(25,),1.883308128825222,7.218284817101519,1.073493688486101,1.394038544569467,5.483381878055273,1.453778230440703,2.870457261077445,0.08850015191739313,1.72323148430948,0.8820069491534451,1.133144311456191,4.664634849279566,2.180313322284457,2.466755294260604,4.737493438069901,2.567796068272884,0.8572086244225302,7.848885014867022,2.843147586037502,1.284288608327804,4.616656716972203,7.973390065183827,7.722202147664146,5.987299335314873,6.189427534278002,3.177442810559457,2.83507036039231,6.826292207482393,6.446629026663552,2.588456611912027,7.880220780004344,3.559793138262896,0.8076114174708244,2.174418315519457,3.943675372045983,7.480607601925145,5.099588222116141,0.9954931301389741,3.721663188784542,0.8240357796253018,7.181881753842955,0.5039314965629316,5.582027260477637,6.704607193612229,3.041732827354454,4.585022801538599,7.660702691970547,1.060628184081806,4.889026553614535,5.276801768186224
(26,),3.757434970974183,4.158043300420533,0.09961380528113555,3.021912249067062,2.960782408069337,5.336644780569385,5.094563715422189,7.339784421604636,6.134508745165302,0.5985693577722502,5.989740237598269,0.6336572736032435,1.369807839511115,3.200319557462287,2.669183875049714,0.8895756125572999,7.143760212670818,6.42657010425822,3.577849321042324,3.626558631879294,2.870813445275878,2.329687677586473,5.608176183886568,2.584099264357072,1.156613337102315,1.177818054015554,5.962433021348621,2.421565276205732,2.499605740161507,3.676073219160559,0.06750868781493367,6.524085857539094,0.8948096004605545,4.701359737502426,5.835528810537178,1.988654236813715,5.116794567290852,4.88590342458678,5.120158037214764,1.13199556051318,6.174129781081103,2.065277594663767,1.502032996166752,0.9541028995288497,1.630584176975796,5.078348290124912,3.342865762421526,3.051099696816826,0.2618817611736585,7.786678420825442
(27,),6.593426009336453,2.650562923147016,1.03624935962465,1.804702148445779,4.011006626263044,5.851907682532054,6.875265378092669,3.529076108634077,4.733957043590941,2.057252821799843,6.024532959671214,4.172175703880804,7.62990341128349,6.935815699526365,0.6727338758368122,1.340180883277328,6.929469364219139,5.786847122433975,7.121231521755468,5.930714160542497,5.908326018230603,7.060931711125277,4.960638743005113,5.453133110611412,1.301146541214684,2.94108844995256,5.549779509826985,7.96181613112145,5.794590006933673,3.102802282953361,4.496468937493828,0.06222907402255669,0.1044856029803703,3.671911353680686,3.038027774703289,2.057031266059161,0.7071215132340535,0.6222724149690624,0.5509154027572022,2.695663629791412,6.202501546300203,4.390478273829281,4.636157997172672,6.704827453513457,2.023444447152769,2.823677111467103,1.241408277327168,2.940668425317572,1.448593787701938,7.400442169042576
(28,),3.221769744595302,5.667347525571325,1.334870073178219,5.121474515451058,6.774493267100589,5.812338226142053,2.59849964780269,2.721959738539995,6.332417940695669,2.931897315712871,7.411050533342504,0.7695803234029227,2.162321533706988,0.06965911821864437,3.162852389461158,7.957433950209606,0.08864500273065985,5.684356763319312,6.742701620399083,4.8071884960506,0.6885800463815511,0.3234586440082047,7.465119374660906,4.780644104692103,1.774484584075966,6.14961571272869,4.96289199116654,6.48723442233761,5.898750398123549,7.097249683299177,4.105478784077243,2.039895162995609,3.229673073985836,1.509577303974321,7.566340251688271,0.9604993315813651,4.914068385392657,3.469705611863636,4.72464451106953,4.977415471494942,0.8492824893977104,6.11509595017858,4.055652178577012,6.346248211949623,7.758646854485455,6.019005205428056,6.218004638072275,7.237641825886866,2.919809319770585,4.114875065555119
(29,),4.204102175182694,2.668498172123166,2.082032445100396,5.522128321346369,6.020200454405233,0.232864199081143,7.88615798589356,7.815364441702791,1.663058712155641,3.996727933612086,6.528397846249009,3.979128152597644,3.726263650176242,3.167824311245569,3.759053484009736,5.700680774032513,1.574623620200387,3.050769702219632,7.242335548010214,4.673191602315662,3.574972812982465,0.4338963791225282,1.15023731226398,3.702609783878122,3.645998085898505,6.546513640148167,5.004709157928785,6.341217463251161,6.889889956680586,0.143276243608455,0.4012321453718327,6.342509861425676,1.029950323112518,7.919582385235774,7.96165134450456,7.481171191103487,0.6064521047088508,5.890942881054305,1.79551945437241,7.672022682677755,3.537643078156263,1.251883956209122,1.880342456832526,1.521544106690582,7.952222424508756,2.80271184849113,1.861104005698176,5.722346512421866,2.486392539151778,5.379357928695863
(30,),4.495056813144465,2.35854248629517,0.1684284518944023,5.130923775805395,3.16448575414913,0.5530250047833727,4.8689607251033,7.407842237847944,7.404498205746259,6.764359396242111,7.117715794258709,5.993009872041154,0.3768327732528993,2.354569279996552,7.831898446178735,0.159246478929184,5.162810149476231,1.862100700409292,2.416158104268106,2.164470160014492,1.818389794764584,5.141830492626315,5.530980966419395,6.142666107674502,6.106855978927245,6.487151359270996,4.787080250931042,1.692425096095793,4.541568322098533,0.1576617855769698,6.108174776586877,0.5036091516963795,0.1978973468125557,4.618793885669608,3.846485139109874,1.061621249481761,4.611604270928886,3.486963487449721,1.799233770856834,3.031072542837272,7.975246998156978,5.005365382636231,6.186413036198854,7.72690784397369,3.99210763114627,1.046567795900225,0.0121512629182551,6.77396899590252,2.64047143097853,0.481285477662861
