14,69.21206,-69.21206,134.1051,-134.1051,102.107,-102.107,-103.0579,103.0579,-375.835,375.835,-103.4581,103.4581,103.925,-103.925,143.2216,-143.2216,90.10588,-90.10588,25.31947,-25.31947,-14.08735,14.08735,-25.74217,25.74217,-21.15168,21.15168,-11.75288,11.75288,-3.976086,3.976086,0.3255062,-0.3255062,1.76769,-1.76769,1.645825,-1.645825,1.009623,-1.009623,0.4242907,-0.4242907,0.07148414,-0.07148414,-0.06911543,0.06911543,-0.08074313,0.08074313,-0.03999898,0.03999898,3.080053,-3.080053,3.287607,-3.287607,2.462024,-2.462024,-0.3653605,0.3653605,-4.716908,4.716908,-7.530099,7.530099,-4.733158,4.733158,-0.3918859,0.3918859,2.398087,-2.398087,3.050174,-3.050174,2.35724,-2.35724,1.28636,-1.28636,0.4257634,-0.4257634,-0.05057704,0.05057704,-0.2111839,0.2111839,-0.1963542,0.1963542,-0.122173,0.122173,-0.0528506,0.0528506,-0.009914749,0.009914749,0.008453683,-0.008453683,0.01175136,-0.01175136,0.008715598,-0.008715598,0.004612786,-0.004612786,0.001541668,-0.001541668,-0.0003241886,0.0003241886,-0.001592976,0.001592976
15,-37.90739,37.90739,-100.7276,100.7276,-150.0956,150.0956,-106.861,106.861,103.4581,-103.4581,377.4582,-377.4582,104.6804,-104.6804,-103.3757,103.3757,-143.1192,143.1192,-90.18362,90.18362,-25.4175,25.4175,14.02649,-14.02649,25.71986,-25.71986,21.15158,-21.15158,11.7603,-11.7603,3.983229,-3.983229,-0.3208263,0.3208263,-1.764972,1.764972,-1.644266,1.644266,-1.009623,1.009623,-0.4282596,0.4282596,-0.08384049,0.08384049,0.04354537,-0.04354537,0.0414167,-0.0414167,-0.7094309,0.7094309,-2.208343,2.208343,-3.141408,3.141408,-2.5709,2.5709,0.2401011,-0.2401011,4.646229,-4.646229,7.508026,-7.508026,4.735461,-4.735461,0.4003206,-0.4003206,-2.391719,2.391719,-3.047402,3.047402,-2.356904,2.356904,-1.286996,1.286996,-0.4264626,0.4264626,0.05014727,-0.05014727,0.2110251,-0.2110251,0.1963555,-0.1963555,0.1222278,-0.1222278,0.05288913,-0.05288913,0.009896401,-0.009896401,-0.00855219,0.00855219,-0.01193002,0.01193002,-0.008915175,0.008915175,-0.004648831,0.004648831,-0.001032494,0.001032494,0.001965611,-0.001965611
16,37.90739,-37.90739,100.7276,-100.7276,150.0956,-150.0956,106.861,-106.861,-103.4581,103.4581,-377.4582,377.4582,-104.6804,104.6804,103.3757,-103.3757,143.1192,-143.1192,90.18362,-90.18362,25.4175,-25.4175,-14.02649,14.02649,-25.71986,25.71986,-21.15158,21.15158,-11.7603,11.7603,-3.983229,3.983229,0.3208263,-0.3208263,1.764972,-1.764972,1.644266,-1.644266,1.009623,-1.009623,0.4282596,-0.4282596,0.08384049,-0.08384049,-0.04354537,0.04354537,-0.0414167,0.0414167,0.7094309,-0.7094309,2.208343,-2.208343,3.141408,-3.141408,2.5709,-2.5709,-0.2401011,0.2401011,-4.646229,4.646229,-7.508026,7.508026,-4.735461,4.735461,-0.4003206,0.4003206,2.391719,-2.391719,3.047402,-3.047402,2.356904,-2.356904,1.286996,-1.286996,0.4264626,-0.4264626,-0.05014727,0.05014727,-0.2110251,0.2110251,-0.1963555,0.1963555,-0.1222278,0.1222278,-0.05288913,0.05288913,-0.009896401,0.009896401,0.00855219,-0.00855219,0.01193002,-0.01193002,0.008915175,-0.008915175,0.004648831,-0.004648831,0.001032494,-0.001032494,-0.001965611,0.001965611
17,-8.036621,8.036621,-40.21065,40.21065,-97.89912,97.89912,-145.9819,145.9819,-103.925,103.925,104.6804,-104.6804,377.476,-377.476,104.1948,-104.1948,-103.8851,103.8851,-143.4547,143.4547,-90.33398,90.33398,-25.44635,25.44635,14.05154,-14.05154,25.75495,-25.75495,21.17767,-21.17767,11.77423,-11.77423,3.98863,-3.98863,-0.319439,0.319439,-1.764972,1.764972,-1.645825,1.645825,-1.015712,1.015712,-0.4438424,0.4438424,-0.1135234,0.1135234,0.000588662,-0.000588662,0.4609694,-0.4609694,-1.047383,1.047383,-2.435772,2.435772,-3.223932,3.223932,-2.550741,2.550741,0.3015388,-0.3015388,4.705118,-4.705118,7.546122,-7.546122,4.752499,-4.752499,0.4035486,-0.4035486,-2.394698,2.394698,-3.051579,3.051579,-2.360034,2.360034,-1.288649,1.288649,-0.4270131,0.4270131,0.05017598,-0.05017598,0.2112436,-0.2112436,0.1965559,-0.1965559,0.1223295,-0.1223295,0.05287145,-0.05287145,0.009759309,-0.009759309,-0.008785416,0.008785416,-0.01216849,0.01216849,-0.008926282,0.008926282,-0.003989496,0.003989496,0.0009385031,-0.0009385031
18,8.036621,-8.036621,40.21065,-40.21065,97.89912,-97.89912,145.9819,-145.9819,103.925,-103.925,-104.6804,104.6804,-377.476,377.476,-104.1948,104.1948,103.8851,-103.8851,143.4547,-143.4547,90.33398,-90.33398,25.44635,-25.44635,-14.05154,14.05154,-25.75495,25.75495,-21.17767,21.17767,-11.77423,11.77423,-3.98863,3.98863,0.319439,-0.319439,1.764972,-1.764972,1.645825,-1.645825,1.015712,-1.015712,0.4438424,-0.4438424,0.1135234,-0.1135234,-0.000588662,0.000588662,-0.4609694,0.4609694,1.047383,-1.047383,2.435772,-2.435772,3.223932,-3.223932,2.550741,-2.550741,-0.3015388,0.3015388,-4.705118,4.705118,-7.546122,7.546122,-4.752499,4.752499,-0.4035486,0.4035486,2.394698,-2.394698,3.051579,-3.051579,2.360034,-2.360034,1.288649,-1.288649,0.4270131,-0.4270131,-0.05017598,0.05017598,-0.2112436,0.2112436,-0.1965559,0.1965559,-0.1223295,0.1223295,-0.05287145,0.05287145,-0.009759309,0.009759309,0.008785416,-0.008785416,0.01216849,-0.01216849,0.008926282,-0.008926282,0.003989496,-0.003989496,-0.0009385031,0.0009385031
19,7.602193,-7.602193,2.645603,-2.645603,-30.80848,30.80848,-91.84326,91.84326,-143.2216,143.2216,-103.3757,103.3757,104.1948,-104.1948,376.7661,-376.7661,103.6452,-103.6452,-104.1874,104.1874,-143.5642,143.5642,-90.33766,90.33766,-25.41219,25.41219,14.08658,-14.08658,25.77796,-25.77796,21.1887,-21.1887,11.77769,-11.77769,3.98863,-3.98863,-0.3208263,0.3208263,-1.76769,1.76769,-1.650928,1.650928,-1.02386,1.02386,-0.4535824,0.4535824,-0.1206425,0.1206425,0.7513661,-0.7513661,-0.2346589,0.2346589,-1.334163,1.334163,-2.473158,2.473158,-3.152271,3.152271,-2.460429,2.460429,0.3692972,-0.3692972,4.742124,-4.742124,7.559624,-7.559624,4.753093,-4.753093,0.3994399,-0.3994399,-2.398997,2.398997,-3.054435,3.054435,-2.361393,2.361393,-1.28902,1.28902,-0.4269186,0.4269186,0.0503919,-0.0503919,0.2114163,-0.2114163,0.1966338,-0.1966338,0.1223125,-0.1223125,0.05278026,-0.05278026,0.009634509,-0.009634509,-0.00886765,0.00886765,-0.01208653,0.01208653,-0.008534742,0.008534742,-0.003182106,0.003182106
20,-7.602193,7.602193,-2.645603,2.645603,30.80848,-30.80848,91.84326,-91.84326,143.2216,-143.2216,103.3757,-103.3757,-104.1948,104.1948,-376.7661,376.7661,-103.6452,103.6452,104.1874,-104.1874,143.5642,-143.5642,90.33766,-90.33766,25.41219,-25.41219,-14.08658,14.08658,-25.77796,25.77796,-21.1887,21.1887,-11.77769,11.77769,-3.98863,3.98863,0.3208263,-0.3208263,1.76769,-1.76769,1.650928,-1.650928,1.02386,-1.02386,0.4535824,-0.4535824,0.1206425,-0.1206425,-0.7513661,0.7513661,0.2346589,-0.2346589,1.334163,-1.334163,2.473158,-2.473158,3.152271,-3.152271,2.460429,-2.460429,-0.3692972,0.3692972,-4.742124,4.742124,-7.559624,7.559624,-4.753093,4.753093,-0.3994399,0.3994399,2.398997,-2.398997,3.054435,-3.054435,2.361393,-2.361393,1.28902,-1.28902,0.4269186,-0.4269186,-0.0503919,0.0503919,-0.2114163,0.2114163,-0.1966338,0.1966338,-0.1223125,0.1223125,-0.05278026,0.05278026,-0.009634509,0.009634509,0.00886765,-0.00886765,0.01208653,-0.01208653,0.008534742,-0.008534742,0.003182106,-0.003182106
21,10.93476,-10.93476,19.53833,-19.53833,11.29931,-11.29931,-26.1089,26.1089,-90.10588,90.10588,-143.1192,143.1192,-103.8851,103.8851,103.6452,-103.6452,376.3914,-376.3914,103.4602,-103.4602,-104.2433,104.2433,-143.5569,143.5569,-90.31173,90.31173,-25.38917,25.38917,14.10042,-14.10042,25.78354,-25.78354,21.1887,-21.1887,11.77423,-11.77423,3.983229,-3.983229,-0.3255062,0.3255062,-1.765093,1.765093,-1.628212,1.628212,-0.9635885,0.9635885,-0.3466513,0.3466513,0.601941,-0.601941,0.160199,-0.160199,-0.4447673,0.4447673,-1.341384,1.341384,-2.406668,2.406668,-3.08222,3.08222,-2.412752,2.412752,0.3930726,-0.3930726,4.749602,-4.749602,7.559008,-7.559008,4.749977,-4.749977,0.396583,-0.396583,-2.40076,2.40076,-3.055213,3.055213,-2.361572,2.361572,-1.288944,1.288944,-0.4267945,0.4267945,0.05048097,-0.05048097,0.2114704,-0.2114704,0.1967045,-0.1967045,0.1224805,-0.1224805,0.05311544,-0.05311544,0.01009809,-0.01009809,-0.008614757,0.008614757,-0.01294401,0.01294401,-0.01209876,0.01209876
22,-10.93476,10.93476,-19.53833,19.53833,-11.29931,11.29931,26.1089,-26.1089,90.10588,-90.10588,143.1192,-143.1192,103.8851,-103.8851,-103.6452,103.6452,-376.3914,376.3914,-103.4602,103.4602,104.2433,-104.2433,143.5569,-143.5569,90.31173,-90.31173,25.38917,-25.38917,-14.10042,14.10042,-25.78354,25.78354,-21.1887,21.1887,-11.77423,11.77423,-3.983229,3.983229,0.3255062,-0.3255062,1.765093,-1.765093,1.628212,-1.628212,0.9635885,-0.9635885,0.3466513,-0.3466513,-0.601941,0.601941,-0.160199,0.160199,0.4447673,-0.4447673,1.341384,-1.341384,2.406668,-2.406668,3.08222,-3.08222,2.412752,-2.412752,-0.3930726,0.3930726,-4.749602,4.749602,-7.559008,7.559008,-4.749977,4.749977,-0.396583,0.396583,2.40076,-2.40076,3.055213,-3.055213,2.361572,-2.361572,1.288944,-1.288944,0.4267945,-0.4267945,-0.05048097,0.05048097,-0.2114704,0.2114704,-0.1967045,0.1967045,-0.1224805,0.1224805,-0.05311544,0.05311544,-0.01009809,0.01009809,0.008614757,-0.008614757,0.01294401,-0.01294401,0.01209876,-0.01209876
23,8.109036,-8.109036,19.02019,-19.02019,24.86751,-24.86751,13.88814,-13.88814,-25.31947,25.31947,-90.18362,90.18362,-143.4547,143.4547,-104.1874,104.1874,103.4602,-103.4602,376.3102,-376.3102,103.4416,-103.4416,-104.2348,104.2348,-143.5425,143.5425,-90.30053,90.30053,-25.38356,25.38356,14.10042,-14.10042,25.77796,-25.77796,21.17767,-21.17767,11.7603,-11.7603,3.976086,-3.976086,-0.3031707,0.3031707,-1.674666,1.674666,-1.424911,1.424911,-0.6351976,0.6351976,0.3393969,-0.3393969,0.2550263,-0.2550263,0.04961129,-0.04961129,-0.4397203,0.4397203,-1.300252,1.300252,-2.368094,2.368094,-3.057988,3.057988,-2.401702,2.401702,0.3959493,-0.3959493,4.748817,-4.748817,7.557323,-7.557323,4.748603,-4.748603,0.3957993,-0.3957993,-2.40108,2.40108,-3.055284,3.055284,-2.361562,2.361562,-1.288936,1.288936,-0.4267892,0.4267892,0.05056717,-0.05056717,0.2118021,-0.2118021,0.1974896,-0.1974896,0.1238257,-0.1238257,0.05468719,-0.05468719,0.01054665,-0.01054665,-0.01232408,0.01232408,-0.02571315,0.02571315
24,-8.109036,8.109036,-19.02019,19.02019,-24.86751,24.86751,-13.88814,13.88814,25.31947,-25.31947,90.18362,-90.18362,143.4547,-143.4547,104.1874,-104.1874,-103.4602,103.4602,-376.3102,376.3102,-103.4416,103.4416,104.2348,-104.2348,143.5425,-143.5425,90.30053,-90.30053,25.38356,-25.38356,-14.10042,14.10042,-25.77796,25.77796,-21.17767,21.17767,-11.7603,11.7603,-3.976086,3.976086,0.3031707,-0.3031707,1.674666,-1.674666,1.424911,-1.424911,0.6351976,-0.6351976,-0.3393969,0.3393969,-0.2550263,0.2550263,-0.04961129,0.04961129,0.4397203,-0.4397203,1.300252,-1.300252,2.368094,-2.368094,3.057988,-3.057988,2.401702,-2.401702,-0.3959493,0.3959493,-4.748817,4.748817,-7.557323,7.557323,-4.748603,4.748603,-0.3957993,0.3957993,2.40108,-2.40108,3.055284,-3.055284,2.361562,-2.361562,1.288936,-1.288936,0.4267892,-0.4267892,-0.05056717,0.05056717,-0.2118021,0.2118021,-0.1974896,0.1974896,-0.1238257,0.1238257,-0.05468719,0.05468719,-0.01054665,0.01054665,0.01232408,-0.01232408,0.02571315,-0.02571315
25,4.027525,-4.027525,11.82867,-11.82867,21.24639,-21.24639,25.80685,-25.80685,14.08735,-14.08735,-25.4175,25.4175,-90.33398,90.33398,-143.5642,143.5642,-104.2433,104.2433,103.4416,-103.4416,376.31,-376.31,103.4475,-103.4475,-104.2289,104.2289,-143.5389,143.5389,-90.30053,90.30053,-25.38917,25.38917,14.08658,-14.08658,25.75495,-25.75495,21.15158,-21.15158,11.75288,-11.75288,4.033829,-4.033829,-0.1076931,0.1076931,-1.266091,1.266091,-0.7978071,0.7978071,0.1272122,-0.1272122,0.2024566,-0.2024566,0.2175817,-0.2175817,0.05613885,-0.05613885,-0.4224512,0.4224512,-1.286263,1.286263,-2.360358,2.360358,-3.055044,3.055044,-2.401304,2.401304,0.3954354,-0.3954354,4.748225,-4.748225,7.556931,-7.556931,4.748414,-4.748414,0.3957236,-0.3957236,-2.40113,2.40113,-3.055363,3.055363,-2.36167,2.36167,-1.28899,1.28899,-0.4265816,0.4265816,0.05137968,-0.05137968,0.2136088,-0.2136088,0.2004014,-0.2004014,0.1269805,-0.1269805,0.0551671,-0.0551671,0.00225283,-0.00225283,-0.03875248,0.03875248
26,-4.027525,4.027525,-11.82867,11.82867,-21.24639,21.24639,-25.80685,25.80685,-14.08735,14.08735,25.4175,-25.4175,90.33398,-90.33398,143.5642,-143.5642,104.2433,-104.2433,-103.4416,103.4416,-376.31,376.31,-103.4475,103.4475,104.2289,-104.2289,143.5389,-143.5389,90.30053,-90.30053,25.38917,-25.38917,-14.08658,14.08658,-25.75495,25.75495,-21.15158,21.15158,-11.75288,11.75288,-4.033829,4.033829,0.1076931,-0.1076931,1.266091,-1.266091,0.7978071,-0.7978071,-0.1272122,0.1272122,-0.2024566,0.2024566,-0.2175817,0.2175817,-0.05613885,0.05613885,0.4224512,-0.4224512,1.286263,-1.286263,2.360358,-2.360358,3.055044,-3.055044,2.401304,-2.401304,-0.3954354,0.3954354,-4.748225,4.748225,-7.556931,7.556931,-4.748414,4.748414,-0.3957236,0.3957236,2.40113,-2.40113,3.055363,-3.055363,2.36167,-2.36167,1.28899,-1.28899,0.4265816,-0.4265816,-0.05137968,0.05137968,-0.2136088,0.2136088,-0.2004014,0.2004014,-0.1269805,0.1269805,-0.0551671,0.0551671,-0.00225283,0.00225283,0.03875248,-0.03875248
27,1.033676,-1.033676,4.804377,-4.804377,12.14749,-12.14749,21.27947,-21.27947,25.74217,-25.74217,14.02649,-14.02649,-25.44635,25.44635,-90.33766,90.33766,-143.5569,143.5569,-104.2348,104.2348,103.4475,-103.4475,376.3133,-376.3133,103.4492,-103.4492,-104.2289,104.2289,-143.5425,143.5425,-90.31173,90.31173,-25.41219,25.41219,14.05154,-14.05154,25.71986,-25.71986,21.15168,-21.15168,11.85558,-11.85558,4.333455,-4.333455,0.4711505,-0.4711505,-0.4322138,0.4322138,0.007820887,-0.007820887,0.1132959,-0.1132959,0.2033411,-0.2033411,0.2216708,-0.2216708,0.05867359,-0.05867359,-0.4219647,0.4219647,-1.286859,1.286859,-2.361129,2.361129,-3.055558,3.055558,-2.401506,2.401506,0.3954354,-0.3954354,4.748302,-4.748302,7.556996,-7.556996,4.748417,-4.748417,0.3956408,-0.3956408,-2.4013,2.4013,-3.055565,3.055565,-2.361736,2.361736,-1.288577,1.288577,-0.4251664,0.4251664,0.05432065,-0.05432065,0.2180742,-0.2180742,0.2048581,-0.2048581,0.126956,-0.126956,0.04202101,-0.04202101,-0.03646228,0.03646228
