index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
15,1.0,NaN,NaN,NaN,-12.16448,12.16448,12.2744,-12.2744,127.895,-127.895,383.4128,-383.4128,766.4516,-766.4516,1081.492,-1081.492,766.904,-766.904,382.866,-382.866,123.2297,-123.2297,-1.035204,1.035204,-37.82222,37.82222,-34.53021,34.53021,-20.4916,20.4916,-8.544859,8.544859,-1.740298,1.740298,0.9533908,-0.9533908,1.398793,-1.398793,1.00309,-1.00309,0.5053078,-0.5053078,0.1653265,-0.1653265,0.001657849,-0.001657849,-0.04615758,0.04615758,-0.03937117,0.03937117,-0.01718629,0.01718629,-0.38014,0.38014,1.143855,-1.143855,2.84943,-2.84943,4.371784,-4.371784,3.985035,-3.985035,-2.124961,2.124961,-19.67587,19.67587,-2.170324,2.170324,3.887557,-3.887557,4.230353,-4.230353,2.733685,-2.733685,1.25247,-1.25247,0.3358312,-0.3358312,-0.0653711,0.0653711,-0.160693,0.160693,-0.1284648,0.1284648,-0.07025896,0.07025896,-0.02628451,0.02628451,-0.003189994,0.003189994,0.004931282,-0.004931282,0.005509771,-0.005509771,0.003620413,-0.003620413,0.001706308,-0.001706308,0.000481202,-0.000481202,-0.0001562057,0.0001562057,-0.0005370716,0.0005370716
16,NaN,1.0,NaN,NaN,12.16448,-12.16448,-12.2744,12.2744,-127.895,127.895,-383.4128,383.4128,-766.4516,766.4516,-1081.492,1081.492,-766.904,766.904,-382.866,382.866,-123.2297,123.2297,1.035204,-1.035204,37.82222,-37.82222,34.53021,-34.53021,20.4916,-20.4916,8.544859,-8.544859,1.740298,-1.740298,-0.9533908,0.9533908,-1.398793,1.398793,-1.00309,1.00309,-0.5053078,0.5053078,-0.1653265,0.1653265,-0.001657849,0.001657849,0.04615758,-0.04615758,0.03937117,-0.03937117,0.01718629,-0.01718629,0.38014,-0.38014,-1.143855,1.143855,-2.84943,2.84943,-4.371784,4.371784,-3.985035,3.985035,2.124961,-2.124961,19.67587,-19.67587,2.170324,-2.170324,-3.887557,3.887557,-4.230353,4.230353,-2.733685,2.733685,-1.25247,1.25247,-0.3358312,0.3358312,0.0653711,-0.0653711,0.160693,-0.160693,0.1284648,-0.1284648,0.07025896,-0.07025896,0.02628451,-0.02628451,0.003189994,-0.003189994,-0.004931282,0.004931282,-0.005509771,0.005509771,-0.003620413,0.003620413,-0.001706308,0.001706308,-0.000481202,0.000481202,0.0001562057,-0.0001562057,0.0005370716,-0.0005370716
17,1.0,NaN,NaN,NaN,-18.23011,18.23011,-28.95714,28.95714,2.260038,-2.260038,123.6944,-123.6944,382.5396,-382.5396,766.904,-766.904,1082.17,-1082.17,767.3932,-767.3932,383.1137,-383.1137,123.3116,-123.3116,-1.033912,1.033912,-37.84552,37.84552,-34.55204,34.55204,-20.50473,20.50473,-8.550443,8.550443,-1.74158,1.74158,0.953717,-0.953717,1.399207,-1.399207,1.00309,-1.00309,0.5052078,-0.5052078,0.1662599,-0.1662599,0.00562406,-0.00562406,-0.03673895,0.03673895,-0.02355475,0.02355475,-0.569691,0.569691,0.2344713,-0.2344713,1.310757,-1.310757,2.819288,-2.819288,4.294084,-4.294084,3.922479,-3.922479,-2.159337,2.159337,-19.68882,19.68882,-2.171968,2.171968,3.889917,-3.889917,4.233019,-4.233019,2.735435,-2.735435,1.253284,-1.253284,0.3360573,-0.3360573,-0.06540688,0.06540688,-0.1607946,0.1607946,-0.1285489,0.1285489,-0.07030646,0.07030646,-0.02630024,0.02630024,-0.003180153,0.003180153,0.004966697,-0.004966697,0.005572252,-0.005572252,0.003696027,-0.003696027,0.00173585,-0.00173585,0.0003240798,-0.0003240798,-0.0007360859,0.0007360859
18,NaN,1.0,NaN,NaN,18.23011,-18.23011,28.95714,-28.95714,-2.260038,2.260038,-123.6944,123.6944,-382.5396,382.5396,-766.904,766.904,-1082.17,1082.17,-767.3932,767.3932,-383.1137,383.1137,-123.3116,123.3116,1.033912,-1.033912,37.84552,-37.84552,34.55204,-34.55204,20.50473,-20.50473,8.550443,-8.550443,1.74158,-1.74158,-0.953717,0.953717,-1.399207,1.399207,-1.00309,1.00309,-0.5052078,0.5052078,-0.1662599,0.1662599,-0.00562406,0.00562406,0.03673895,-0.03673895,0.02355475,-0.02355475,0.569691,-0.569691,-0.2344713,0.2344713,-1.310757,1.310757,-2.819288,2.819288,-4.294084,4.294084,-3.922479,3.922479,2.159337,-2.159337,19.68882,-19.68882,2.171968,-2.171968,-3.889917,3.889917,-4.233019,4.233019,-2.735435,2.735435,-1.253284,1.253284,-0.3360573,0.3360573,0.06540688,-0.06540688,0.1607946,-0.1607946,0.1285489,-0.1285489,0.07030646,-0.07030646,0.02630024,-0.02630024,0.003180153,-0.003180153,-0.004966697,0.004966697,-0.005572252,0.005572252,-0.003696027,0.003696027,-0.00173585,0.00173585,-0.0003240798,0.0003240798,0.0007360859,-0.0007360859
19,1.0,NaN,NaN,NaN,-13.15322,13.15322,-30.3462,30.3462,-36.18261,36.18261,-0.7707321,0.7707321,123.0644,-123.0644,382.866,-382.866,767.3932,-767.3932,1082.523,-1082.523,767.5719,-767.5719,383.1728,-383.1728,123.3125,-123.3125,-1.050712,1.050712,-37.86126,37.86126,-34.56151,34.56151,-20.50876,20.50876,-8.551418,8.551418,-1.741496,1.741496,0.953717,-0.953717,1.398793,-1.398793,1.002741,-1.002741,0.5064156,-0.5064156,0.1716918,-0.1716918,0.0185473,-0.0185473,-0.01505212,0.01505212,-0.4110381,0.4110381,-0.1262425,0.1262425,0.3548927,-0.3548927,1.289009,-1.289009,2.763227,-2.763227,4.24895,-4.24895,3.897677,-3.897677,-2.168681,2.168681,-19.69,19.69,-2.170265,2.170265,3.89184,-3.89184,4.234281,-4.234281,2.736022,-2.736022,1.253447,-1.253447,0.336031,-0.336031,-0.06548128,0.06548128,-0.160857,0.160857,-0.1285846,0.1285846,-0.07031681,0.07031681,-0.02628522,0.02628522,-0.003133566,0.003133566,0.005050055,-0.005050055,0.005674352,-0.005674352,0.003735785,-0.003735785,0.001520361,-0.001520361,-0.0004703788,0.0004703788
20,NaN,1.0,NaN,NaN,13.15322,-13.15322,30.3462,-30.3462,36.18261,-36.18261,0.7707321,-0.7707321,-123.0644,123.0644,-382.866,382.866,-767.3932,767.3932,-1082.523,1082.523,-767.5719,767.5719,-383.1728,383.1728,-123.3125,123.3125,1.050712,-1.050712,37.86126,-37.86126,34.56151,-34.56151,20.50876,-20.50876,8.551418,-8.551418,1.741496,-1.741496,-0.953717,0.953717,-1.398793,1.398793,-1.002741,1.002741,-0.5064156,0.5064156,-0.1716918,0.1716918,-0.0185473,0.0185473,0.01505212,-0.01505212,0.4110381,-0.4110381,0.1262425,-0.1262425,-0.3548927,0.3548927,-1.289009,1.289009,-2.763227,2.763227,-4.24895,4.24895,-3.897677,3.897677,2.168681,-2.168681,19.69,-19.69,2.170265,-2.170265,-3.89184,3.89184,-4.234281,4.234281,-2.736022,2.736022,-1.253447,1.253447,-0.336031,0.336031,0.06548128,-0.06548128,0.160857,-0.160857,0.1285846,-0.1285846,0.07031681,-0.07031681,0.02628522,-0.02628522,0.003133566,-0.003133566,-0.005050055,0.005050055,-0.005674352,0.005674352,-0.003735785,0.003735785,-0.001520361,0.001520361,0.0004703788,-0.0004703788
21,1.0,NaN,NaN,NaN,-6.661885,6.661885,-19.28981,19.28981,-34.00577,34.00577,-37.71764,37.71764,-1.089833,1.089833,123.2297,-123.2297,383.1137,-383.1137,767.5719,-767.5719,1082.613,-1082.613,767.6019,-767.6019,383.1733,-383.1733,123.304,-123.304,-1.05868,1.05868,-37.86605,37.86605,-34.56355,34.56355,-20.50927,20.50927,-8.551418,8.551418,-1.74158,1.74158,0.9533908,-0.9533908,1.398538,-1.398538,1.003502,-1.003502,0.5098862,-0.5098862,0.1799523,-0.1799523,0.03240718,-0.03240718,-0.2081839,0.2081839,-0.1864388,0.1864388,-0.06525107,0.06525107,0.3438779,-0.3438779,1.260615,-1.260615,2.740368,-2.740368,4.236388,-4.236388,3.892945,-3.892945,-2.169281,2.169281,-19.68914,19.68914,-2.16929,2.16929,3.89248,-3.89248,4.234579,-4.234579,2.736105,-2.736105,1.253433,-1.253433,0.335993,-0.335993,-0.06551331,0.06551331,-0.1608754,0.1608754,-0.1285896,0.1285896,-0.07030698,0.07030698,-0.02625574,0.02625574,-0.003080634,0.003080634,0.005115073,-0.005115073,0.005699651,-0.005699651,0.00359806,-0.00359806,0.001012724,-0.001012724
22,NaN,1.0,NaN,NaN,6.661885,-6.661885,19.28981,-19.28981,34.00577,-34.00577,37.71764,-37.71764,1.089833,-1.089833,-123.2297,123.2297,-383.1137,383.1137,-767.5719,767.5719,-1082.613,1082.613,-767.6019,767.6019,-383.1733,383.1733,-123.304,123.304,1.05868,-1.05868,37.86605,-37.86605,34.56355,-34.56355,20.50927,-20.50927,8.551418,-8.551418,1.74158,-1.74158,-0.9533908,0.9533908,-1.398538,1.398538,-1.003502,1.003502,-0.5098862,0.5098862,-0.1799523,0.1799523,-0.03240718,0.03240718,0.2081839,-0.2081839,0.1864388,-0.1864388,0.06525107,-0.06525107,-0.3438779,0.3438779,-1.260615,1.260615,-2.740368,2.740368,-4.236388,4.236388,-3.892945,3.892945,2.169281,-2.169281,19.68914,-19.68914,2.16929,-2.16929,-3.89248,3.89248,-4.234579,4.234579,-2.736105,2.736105,-1.253433,1.253433,-0.335993,0.335993,0.06551331,-0.06551331,0.1608754,-0.1608754,0.1285896,-0.1285896,0.07030698,-0.07030698,0.02625574,-0.02625574,0.003080634,-0.003080634,-0.005115073,0.005115073,-0.005699651,0.005699651,-0.00359806,0.00359806,-0.001012724,0.001012724
23,1.0,NaN,NaN,NaN,-2.201331,2.201331,-8.68964,8.68964,-20.49907,20.49907,-34.51301,34.51301,-37.82309,37.82309,-1.035204,1.035204,123.3116,-123.3116,383.1728,-383.1728,767.6019,-767.6019,1082.623,-1082.623,767.602,-767.602,383.1704,-383.1704,123.3014,-123.3014,-1.060311,1.060311,-37.86672,37.86672,-34.56355,34.56355,-20.50876,20.50876,-8.550443,8.550443,-1.740298,1.740298,0.9542344,-0.9542344,1.396999,-1.396999,0.9960359,-0.9960359,0.4920812,-0.4920812,0.1500986,-0.1500986,-0.06879159,0.06879159,-0.1339681,0.1339681,-0.166285,0.166285,-0.06889076,0.06889076,0.3344955,-0.3344955,1.253061,-1.253061,2.736217,-2.736217,4.234824,-4.234824,3.892746,-3.892746,-2.168996,2.168996,-19.68882,19.68882,-2.169079,2.169079,3.892578,-3.892578,4.234607,-4.234607,2.736102,-2.736102,1.253424,-1.253424,0.3359879,-0.3359879,-0.06551458,0.06551458,-0.1608805,0.1608805,-0.1286129,0.1286129,-0.07036773,0.07036773,-0.02636652,0.02636652,-0.003218474,0.003218474,0.005061627,-0.005061627,0.005996374,-0.005996374,0.004690582,-0.004690582
24,NaN,1.0,NaN,NaN,2.201331,-2.201331,8.68964,-8.68964,20.49907,-20.49907,34.51301,-34.51301,37.82309,-37.82309,1.035204,-1.035204,-123.3116,123.3116,-383.1728,383.1728,-767.6019,767.6019,-1082.623,1082.623,-767.602,767.602,-383.1704,383.1704,-123.3014,123.3014,1.060311,-1.060311,37.86672,-37.86672,34.56355,-34.56355,20.50876,-20.50876,8.550443,-8.550443,1.740298,-1.740298,-0.9542344,0.9542344,-1.396999,1.396999,-0.9960359,0.9960359,-0.4920812,0.4920812,-0.1500986,0.1500986,0.06879159,-0.06879159,0.1339681,-0.1339681,0.166285,-0.166285,0.06889076,-0.06889076,-0.3344955,0.3344955,-1.253061,1.253061,-2.736217,2.736217,-4.234824,4.234824,-3.892746,3.892746,2.168996,-2.168996,19.68882,-19.68882,2.169079,-2.169079,-3.892578,3.892578,-4.234607,4.234607,-2.736102,2.736102,-1.253424,1.253424,-0.3359879,0.3359879,0.06551458,-0.06551458,0.1608805,-0.1608805,0.1286129,-0.1286129,0.07036773,-0.07036773,0.02636652,-0.02636652,0.003218474,-0.003218474,-0.005061627,0.005061627,-0.005996374,0.005996374,-0.004690582,0.004690582
25,1.0,NaN,NaN,NaN,-0.03461098,0.03461098,-2.233213,2.233213,-8.708653,8.708653,-20.50705,20.50705,-34.51466,34.51466,-37.82222,37.82222,-1.033912,1.033912,123.3125,-123.3125,383.1733,-383.1733,767.602,-767.602,1082.623,-1082.623,767.6019,-767.6019,383.1702,-383.1702,123.3011,-123.3011,-1.060311,1.060311,-37.86605,37.86605,-34.56151,34.56151,-20.50473,20.50473,-8.544859,8.544859,-1.736572,1.736572,0.947045,-0.947045,1.362414,-1.362414,0.9135821,-0.9135821,0.3538179,-0.3538179,-0.001081593,0.001081593,-0.06762472,0.06762472,-0.1336512,0.1336512,-0.1663423,0.1663423,-0.06903826,0.06903826,0.3343767,-0.3343767,1.252996,-1.252996,2.736192,-2.736192,4.234821,-4.234821,3.89275,-3.89275,-2.168992,2.168992,-19.68882,19.68882,-2.169078,2.169078,3.89258,-3.89258,4.234613,-4.234613,2.736116,-2.736116,1.253446,-1.253446,0.3360073,-0.3360073,-0.06552815,0.06552815,-0.1609871,0.1609871,-0.1288959,0.1288959,-0.07088277,0.07088277,-0.02700626,0.02700626,-0.003466645,0.003466645,0.006435822,-0.006435822,0.01105681,-0.01105681
