index,1,2,3,4,5
(46,),-0.6680290883035753,0.8082772608917842,0.01044674772886334,-0.3850239455640624,0.01648771715550523
(47,),0.4100063240935752,0.4531924962661441,-0.4305090285513871,0.2796557826537915,-0.1142737577101109
(48,),0.07421141247624347,-0.2199416129889343,0.2527279989138047,0.02635452145223227,-0.1206467050174777
(49,),-0.620349943171683,-0.2768878811461248,-0.5751879870437792,-0.02164109902528188,0.8064004160985079
(50,),0.3533730997400855,-0.1558999315176294,0.03230375732403479,-0.3322358477932432,0.02504667059194321
(51,),-0.5481571150005052,0.002648021917107335,-0.5674784346971933,-0.1325572944458624,0.8754831970933487
(52,),-0.07764852422815324,-0.3693515544438047,0.5846963401904363,-0.2389850907485137,-0.4439168984569852
(53,),0.3185530557632875,-0.0905667443785762,-0.5145247583645369,-0.1896633546952983,-0.3529948444785904
(54,),-0.8142312801169982,0.6162245237730684,0.2370353220372345,-0.4898966494620701,0.8005529721383098
(55,),-0.2453617920878304,-0.5579610833152677,-0.01584824776553839,0.3001845195152507,-0.411156330507906
(56,),-0.09313888017887151,-0.1351079807624767,0.5835252963196138,0.2222260902377997,0.610341192039055
(57,),0.3021721428916078,0.5482742464143044,0.8123173968976442,-0.07533489294288509,-0.05201714861752538
(58,),-0.4291441077515183,-0.7403688041621572,0.1740573222753673,0.4832347117922828,0.9129085168375496
(59,),0.2674673029358732,-0.2099041786683302,0.3117130224488507,-0.500206019881313,0.8053825719436188
(60,),0.1296593465604813,-0.2691137928152203,-0.07499481223786147,-0.3486871534445606,-0.5213638114897257
(61,),0.593284832894836,-0.04776462271723836,0.06065628990487723,0.5715740899574386,0.1331807068495601
(62,),-0.2579275406948073,-0.3007438675964026,-0.3635200832198218,-0.121524865241969,-0.585936991803748
(63,),0.5854220072244972,-0.4679209703545051,0.1108661032741662,-0.855098888197279,-0.05516235407108144
(64,),-0.06974411984222939,0.1894195728545897,-0.1396266972941837,-0.02670980730324779,0.2366349514105461
(65,),0.1021798226807568,0.1770773788644908,-0.1986638501051655,0.1686035943110294,-0.3769088280534036
(66,),-0.9654056893249195,-0.6509193502801497,-0.8854394638200418,-0.3396451594601748,0.6131730255071086
(67,),-0.07133617820946447,0.2820714803029837,-0.2999918861559543,0.3065007984731782,0.3776409874953863
(68,),0.1436440268752753,0.3100777042827371,-0.1194890911533493,0.06026944632862519,0.2732279709257842
(69,),0.5713467841365598,0.2187764766659688,0.07197247756733283,-0.5454680369255323,0.7581739521730976
(70,),-0.3275696853735501,-0.05818386346812776,0.1585372215295729,-0.04060180089871046,0.7183893967195176
(71,),0.3716874400890262,0.2969900776659458,-0.3105516570744328,0.3757986475082856,0.2085271643289872
(72,),-0.1956819488233597,0.3331678606061639,0.5745261154063369,0.3457966541090221,0.4081886614062976
(73,),-0.1219648562970829,0.2097760294517165,-0.2747017662073148,0.2641742305630885,-0.387198192993386
(74,),0.5287954995921252,0.2926583129339259,-0.1050869370927956,-0.4131997097575117,0.4588714098802229
(75,),-0.5721046306299855,-0.003391903497254265,-0.09172220694474287,0.3505996505013488,-0.09085905104452949
(76,),-0.380373967196057,-0.2956708780684379,-0.5315376759655497,0.5614281735429713,0.04445127653546099
(77,),0.5120039575175412,0.2040445967283072,0.207891204786423,-0.06871950568062762,-0.2014565955446245
(78,),0.2730451516409144,0.1411841926419459,-0.7199258158756568,0.4989035433474516,-0.3398407544627782
(79,),-0.1572910976460267,-0.1224914505105751,0.163039957725977,-0.2832675045765634,-0.4840207392782362
(80,),-0.1465576646953964,0.2570254481712825,0.3611225934803012,0.3541264256975782,-0.0471821991316923
(81,),0.1727806832648739,0.2659619969772727,0.4439950395652938,0.767136133925987,0.7478621690991266
(82,),0.5638316244804753,-0.2763040716482494,-0.478275484871391,0.7855377957766901,0.08873605670855705
(83,),0.5806363529097853,-0.3892641917002373,0.3649566956597214,-0.2576301038705891,-0.8593883204326285
(84,),-0.4484819835926116,-0.08318953366940124,0.2496148820252778,-0.5404466718794416,0.06646490019419826
(85,),-0.2767014773418565,-0.3268100702887141,-0.2695427691786054,0.8432693614436206,0.2692995086923141
(86,),-0.1069987758552029,-0.1960365404075541,-0.06462908084710028,0.2276228485058987,0.2985647484100885
(87,),0.02945539207536024,-0.08297410980161851,0.2866231600187247,-0.4689964355123474,0.5567758466812447
(88,),0.0707619350566715,0.2451241931419819,0.3582853912198751,0.04325046852386735,0.2801190082659995
(89,),-0.02926588871384422,0.3772403471550493,-0.1194383475005762,-0.22254925166377,-0.3847334810735001
(90,),-0.3809254455677955,-0.7565337587234332,-0.1985697460381801,-0.3100781866433179,-0.03887153613661243
(91,),0.06379456027946584,-0.2746159188617398,0.02565195024150857,-0.3451118769145807,-0.0080683085038874
(92,),0.03410672440847117,-0.7493514454220535,0.007902587242253012,0.1282299755861041,0.3792531308309893
(93,),-0.18460504725243,0.3567533529399238,0.0864062362990432,-0.3989091077250504,0.05618287884614948
(94,),0.1953421527994842,0.2077715451465633,-0.2047692820752126,-0.06188534680472102,0.1285983322278266
(95,),-0.3080144001269317,-0.1872054552906486,0.02739097645012756,-0.6634361885066048,-0.4549199290293789
(96,),-0.3085318021757841,0.9227798608871127,-0.3152164716054646,-0.3864035482966992,0.005279265292086832
(97,),0.2512460808151247,0.3575675606985583,0.5055359402339079,-0.06402777497360132,0.731893508598274
(98,),-0.1334870159545573,-0.01243022940321226,-0.3520959105074893,-0.5940439562521218,-0.3223398007853053
(99,),-0.1838819501305116,-0.4073779782466664,0.3256809571096053,0.04124240015581448,-0.06394387535171653
(100,),0.01228313305456555,-0.9113185374058572,0.1328164094777629,0.1700403084240831,0.3314077959580398
